"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2003&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:20:20 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Craven County Wood Energy LP","NC",12,60,336
"Crawford","IL",2670452,7173,2081
"Crawfordsville Power Plant","IN",35090,336,86
"Creed Energy Center","CA",7307,0,1
"Crestwood Dothan","AL",179,0,3
"Crete","NE",2582,1,58
"Crete Energy Venture LLC","IL",4668,0,1
"Crisfield","MD",4307,6,86
"Crisp Plant","GA",11799,73,32
"Crist","FL",6187283,35263,15538
"Crockett Cogen Project","CA",602748,3,1418
"Cromby Generating Station","PA",906641,4937,1771
"Cross","SC",7670849,13246,11016
"Croswell","MI",99,0,2
"Crotched Mountain Rehabilitation Center","NH",1111,2,22
"Croydon CT Generating Station","PA",15660,19,53
"Crozer Chester Medical Center","PA",8324,1,214
"Crystal Mountain","WA",116,0,2
"Crystal River","FL",13853312,92248,35191
"Cudjoe","FL",2824,4,57
"Cumberland (NJ)","NJ",13661,1,11
"Cumberland (TN)","TN",11503136,13418,30490
"Cumberland (WI)","WI",590,1,12
"Cunningham","NM",626207,3,969
"Curtis","NE",173,0,4
"Curtis H Stanton Energy Center","FL",204304,5,41
"Cushing","OK",173,0,4
"Custer Energy Center","WI",36,"--","--"
"Cutler","FL",258209,1,188
"Cutrale Citrus Juices USA I","FL",9988,0,27
"Cutrale Citrus Juices USA II","FL",32362,0,87
"Cuyamaca Peak Energy Plant","CA",4599,0,1
"Cymric 31X Cogen","CA",60331,0,155
"Cymric 36W Cogen","CA",111074,1,315
"Cymric 6Z Cogen","CA",60331,0,155
"D B Wilson","KY",3359719,7737,6944
"D G Hunter","LA",10241,0,38
"DFW Gas Recovery","TX","--",0,82
"DG Whitefield LLC","NH","--",22,106
"DSM Pharmaceuticals","NC",2070,3,16
"Dafter","MI",708,1,14
"Dahlberg","GA",62323,7,224
"Dale","KY",1289144,7039,1995
"Dallman","IL",1848745,2852,4754
"Dan E Karn","MI",3566698,14563,5516
"Dan River","NC",1204308,6489,2677
"Danbury Diesel","WI",125,0,1
"Dane County Landfill #2 Rodefeld","WI","--",0,174
"Dansby","TX",164508,3,133
"Danskammer Generating Station","NY",2263776,10212,2984
"Darby Power, LLC","OH",7438,0,2
"Darbytown","VA",56829,75,116
"Darlington County","SC",26248,4,33
"Dartmouth College Heating Plant","NH",62130,352,112
"Dartmouth Power Associates LP","MA",243652,19,34
"Dave Johnston","WY",5798749,17274,13166
"Davenport Water Pollution Control Plant","IA",1219,0,102
"David City","NE",783,1,16
"Dayton (IA)","IA",111,0,2
"Dayton (MI)","MI",28,0,1
"De Pere Energy Center","WI",74612,0,51
"DeBary","FL",396659,74,204
"DeCordova Steam Electric Station","TX",862647,9,1776
"DeSoto County Plant","FL",230116,16,93
"Dean","MI",21170,0,5
"Dearborn Industrial Generation","MI",232416,0,181
"Decatur Energy Center","AL",164965,1,111
"Decker Creek","TX",992728,13,809
"Decorative Panels Intl","MI",54253,361,274
"Deepwater","TX",44157,"--","--"
"Deepwater","TX","--",0,58
"Deepwater","NJ",448061,2939,1045
"Deer Island Treatment Plant","MA",6697,0,2
"Deer Island Treatment Plant","MA","--",2,6
"Deer Park Energy Center","TX",679368,6,82
"Deercroft I & II LFGTE","IN","--",0,291
"Deerhaven Generating Station","FL",1559133,7540,3620
"Del Ranch Company","CA",8558,"--","--"
"Delano","MN",694,1,9
"Delaware City 10","DE",505,0,1
"Delaware City Plant","DE",1151440,325,3287
"Delaware Generating Station","PA",157656,454,325
"Delray","MI",22413,0,9
"Delta","MS",78962,808,264
"Delta (CO)","CO",188,0,4
"Delta Energy Center","CA",1955024,10,5368
"Demoss Petrie","AZ",28005,0,4
"Des Moines Wastewater Reclamation Fac","IA",40,0,510
"Desert Basin","AZ",1138485,6,112
"Desert Peak Power Plant","NV",1,"--","--"
"Desert Power LP","UT",27051,0,73
"Desert Star Energy Center","NV",1222860,7,119
"Desert View Power","CA",29032,4,313
"Deshler","NE",65,0,1
"Detour","MI",868,1,18
"Detroit Lakes","MN",214,0,1
"Devon Station","CT",251666,678,336
"Devonshire Power Partners LLC","IL","--",0,351
"Diamond Walnut","CA","--",1,15
"Dickerson","MD",2618811,27374,4701
"Dighton Power Plant","MA",186944,1,20
"Dillard Complex","OR",991,30,268
"Dillingham","AK",12540,18,250
"Division","CA",2225,3,12
"Dixon Marquette","IL",15959,0,346
"Dixon/Lee Energy Partners LLC","IL","--",0,257
"Dogwood Energy Facility","MO",324638,2,48
"Dolet Hills","LA",5181185,16177,10646
"Dolphus M Grainger","SC",1092059,10669,2409
"Dominion/Lo Mar","VA",1693,2,16
"Domino Sugar Arabi Plant","LA",128471,1,296
"Domtar Paper Co LLC Plymouth NC","NC",700571,5140,2446
"Don Henry","NE",343,0,1
"Doreen","MA",682,0,3
"Doswell Energy Center","VA",651023,7,278
"Double C Generation Limited Partnership","CA",214199,1,600
"Douglas","AZ",296,0,2
"Dover","OH",97756,1875,234
"Dow St Charles Operations","LA",1145050,6,3238
"Downtown","VA",358,1,7
"Doyle Energy Facility","GA",2966,0,2
"Drews Generating Facility","CA",4745,0,13
"Dubuque","IA",448453,1518,1480
"Duck Creek","IL",1785578,9444,3246
"Dunbarton Energy Partners LP","NH","--",0,69
"Dunkirk Generating Plant","NY",3298488,43787,5087
"Duraco Products","IL",1811,0,42
"Durant","IA",213,0,4
"Durgin & Crowell Lumber","NH",5796,8,114
"Dutch Harbor","AK",18765,27,380
"Dutchess Cnty Resource Recovery Facility","NY",54873,6,330
"Dynegy Morro Bay LLC","CA",159814,1,48
"Dynegy Moss Landing Power Plant","CA",2692388,14,164
"Dynegy Oakland Power Plant","CA",14038,20,78
"Dynegy South Bay Power Plant","CA",756662,4,81
"E B Harris Electric Generating Plant","AL",397181,2,46
"E C Gaston","AL",11774489,118303,27317
"E D Edwards","IL",3820645,49928,7370
"E F Barrett","NY",945478,583,1075
"E F Oxnard Energy Facility","CA",101585,0,272
"E J Stoneman Station","WI",11582,144,23
"E W Brown","KY",4004653,51481,7576
"EKS Landfill","MN","--",0,319
"Eagle Mountain","TX",494222,128,704
"Eagle Point Power Generation","NJ",34205,0,28
"Eagle River","WI",429,1,8
"Eagle Valley (IN)","IN",1540610,15364,4017
"Earl F Wisdom","IA",85732,1038,372
"Earlville","IA",121,0,2
"East 12th Street","KS",10090,0,3
"East Bend","KY",4688381,13571,6401
"East Bridgewater","MA","--",0,352
"East Hampton","NY",18838,27,73
"East Millinocket Mill","ME",56496,732,365
"East River","NY",459996,570,1109
"East Third Street Power Plant","CA",178288,28,109
"Eastern Correctional Institute","MD",120,0,7
"Easton","MD",19784,28,394
"Easton 2","MD",18140,66,328
"Eastport","ME",156,0,3
"Eaton","MS",1703,0,4
"Ebensburg Power","PA",598314,1073,213
"Eckert Station","MI",1872180,5805,2428
"Eddystone Generating Station","PA",3727693,8542,5404
"Edge Moor","DE",2238090,11172,3764
"Edgecombe Genco LLC","NC",1075357,252,1772
"Edgerton","OH",701,1,14
"Edgewater","WI",4630412,17256,7770
"Edgewood Energy LLC","NY",59479,0,5
"Edward L. Addison Generating Plant","GA",29447,3,12
"Edwardsport","IN",465903,7277,1669
"Effingham County Power Project","GA",30150,0,11
"Eielson AFB Central Heat & Power Plant","AK",280172,515,676
"El Cajon","CA",2105,0,6
"El Centro Hybrid","CA",269306,2,337
"El Segundo Cogen","CA",662544,3,1804
"El Segundo Power","CA",707784,2,26
"Electric Junction","IL",71691,1,202
"Electrifarm","IA",27642,1,77
"Elgin Energy Center LLC","IL",20944,0,10
"Elizabeth River Power Station","VA",68729,0,89
"Elizabethtown Power LLC","NC",151986,639,225
"Elk Basin Gasoline Plant","WY",7048,0,17
"Elk City Station","NE","--",0,335
"Elk Hills Cogen","CA",196387,1,550
"Elk Hills Power LLC","CA",659793,4,43
"Elk Mound","WI",13226,0,7
"Elk River","MN",137644,11,642
"Elk River City of","MN",100,0,2
"Ellinwood","KS",216,0,4
"Ellwood","CA",2441,0,6
"Elmer Smith","KY",2444005,4550,9748
"Elmore Company","CA",8857,"--","--"
"Elmwood Park Power LLC","NJ",274873,4,187
"Elrama Power Plant","PA",2095720,3232,5329
"Elroy","WI",122,0,2
"Elwood Energy LLC","IL",126857,0,41
"Emmonak","AK",1936,3,40
"Empire","NV",442,"--","--"
"Empire Energy Center","MO",45374,0,14
"Encina","CA",1455167,13,177
"Encina Water Pollution Control","CA",3905,0,150
"Encogen","WA",366722,2,999
"Endicott Station","MI",403382,1154,637
"Energy Center Dover","DE",131779,0,41
"Energy Center Dover","DE","--",0,375
"Energy Shelby County","IL",3500,0,3
"Engineered Carbons Borger Cogen","TX",4719,8,2163
"Engineered Carbons Echo Cogeneration","TX",837,3,662
"Engle","OH",461,1,9
"Ennis Power Company LLC","TX",425083,2,90
"Entenmanns Energy Center","NY",18878,8,418
"Enterprise Products Operating","TX",165576,1,436
"Enterprise Sugar Factory","LA",7301,19,301
"Equilon Los Angeles Refining","CA",286257,1,474
"Erickson Station","MI",868952,3473,1761
"Erie","KS",93,0,2
"Erie Coke","PA",6311,105,90
"Erie Energy Center","KS",590,1,11
"Erving Paper Mills","MA",32406,181,58
"Escalante","NM",1961428,1074,3216
"Escanaba","MI",184552,1707,438
"Escanaba Mill","MI",535041,5005,1734
"Essential Power Massachusetts LLC","MA",110615,582,132
"Essential Power Newington LLC","NH",855421,9,67
"Essential Power Rock Springs LLC","MD",87813,1,37
"Essex","MO",1780,0,2
"Essex Junction 19","VT",87,0,2
"Estherville","IA",35,0,1
"Etiwanda Generating Station","CA",180747,1,12
"Evander Andrews Power Complex","ID",28176,0,18
"Evanston Township High School","IL",2475,0,57
"Everett Cogen","WA",31086,31,115
"Evonik Industries AG","IN",8,"--","--"
"Exelon Framingham LLC","MA",1495,0,6
"Exelon L Street","MA",4261,6,23
"Exelon LaPorte Generating Station","TX",16193,"--","--"
"Exelon Medway LLC","MA",1863,0,6
"Exeter Energy LP","CT",236423,136,386
"ExxonMobil Baton Rouge Cogen","LA",1185746,9,4454
"ExxonMobil Baton Rouge Turbine Generator","LA",492424,2,1330
"ExxonMobil Baytown Refinery","TX",963257,5,2941
"ExxonMobil Baytown Turbine","TX",1033563,5,2812
"ExxonMobil Beaumont Refinery","TX",280710,10,1710
"ExxonMobil Hawkins Gas Plant","TX",3573,0,93
"ExxonMobil Mobile Bay Onshore","AL",44626,0,125
"ExxonMobil Oil Joliet Refinery","IL","--",1,75
"ExxonMobil Santa Ynez Facility","CA",222949,1,562
"F B Culley","IN",2411751,5304,4267
"F J Gannon","FL",2849247,26324,11828
"Faber Place","SC",33,"--","--"
"Factory","IL",40,"--","--"
"Fair Station","IA",361893,5968,499
"Fairbanks","AK",4218,21,20
"Fairbury","NE",66,0,2
"Fairfax","MN",0,"--","--"
"Fairfield","IL",346,0,7
"Fairfield Works","AL",81896,22,44
"Fairgrounds","MO",1786,3,10
"Fairhaven Power","CA",15110,29,113
"Fairmont (MN)","MN",2941,1,69
"Fairview","OK",3,"--","--"
"Falling Spring","PA",1682,1,38
"Falls","PA",2756,3,15
"Falls City","NE",1664,0,40
"False Island","AK",16,"--","--"
"Far Rockaway","NY",159343,1,66
"Farmer City","IL",69,0,1
"Faulkton","SD",163,0,3
"Fayette","MO",43,0,1
"Fayette Energy Facility","PA",76998,0,13
"Fayette Power Project","TX",12319621,30352,14720
"Feather River Energy Center","CA",7889,0,1
"Fellsway Development LLC","MA",2998,4,63
"Fennimore","WI",433,1,9
"Fermi","MI",2139,3,12
"Fernandina Plant","FL",141455,1370,643
"Ferndale Generating Station","WA",606475,3,1661
"Field Street","FL",904,1,5
"Finley Combustion Turbine Plant","WA",1921,"--","--"
"FirstEnergy Albright","WV",1743653,23065,5080
"FirstEnergy Armstrong Power Station","PA",2024001,30973,3607
"FirstEnergy Ashtabula","OH",834937,2361,1578
"FirstEnergy Bay Shore","OH",2876470,9603,7038
"FirstEnergy Bruce Mansfield","PA",14753847,28960,21320
"FirstEnergy Eastlake","OH",5968775,61403,18215
"FirstEnergy Edgewater","OH",9961,0,43
"FirstEnergy Fort Martin Power Station","WV",6911907,93008,10507
"FirstEnergy Harrison Power Station","WV",11053236,11925,20171
"FirstEnergy Lake Shore","OH",820642,1897,1203
"FirstEnergy Mad River","OH",913,0,12
"FirstEnergy Mitchell Power Station","PA",1535484,1309,2059
"FirstEnergy Pleasants Power Station","WV",7237915,40276,8413
"FirstEnergy R E Burger","OH",1637412,27152,3269
"FirstEnergy R Paul Smith Power Station","MD",491083,3401,897
"FirstEnergy Rivesville","WV",583920,4859,2028
"FirstEnergy W H Sammis","OH",14901817,149141,36623
"FirstEnergy West Lorain","OH",106415,4,80
"FirstEnergy Willow Island","WV",1139395,11013,4805
"Fisk Street","IL",1519899,3917,1094
"Fitchburg","WI",6008,0,18
"Flambeau River Papers","WI",20608,181,136
"Flint Creek","AR",3229158,8554,4314
"Flint River Operations","GA",19840,2644,682
"Flomaton Treating Facility","AL",7145,0,18
"Flora Site A","IL",1052,1,21
"Flora Site B","IL",701,1,14
"Florence","VT",2324,3,13
"Florence Mill","SC",697128,7268,1301
"Florida Power Development","FL",884621,4595,1459
"Florida's Natural Growers","FL",47392,0,129
"Flos Inn Diesel","ME",28,0,1
"Flying Cloud Landfill","MN","--",0,206
"Foothills Generating LLC","KY",6772,0,18
"Ford Motor Co Rawsonville Plant","MI",896,0,2
"Ford Utilities Center","NM",1,"--","--"
"Fore River Generating Station","MA",721263,4,296
"Forest City Light Plant","IA",641,1,13
"Forked River","NJ",26617,0,17
"Formosa Plastics","LA",510393,3,1385
"Forney Energy Center","TX",1097807,6,405
"Fort Churchill","NV",554944,12,1752
"Fort Dodge","KS",205029,1,335
"Fort Greely Power Plant","AK",453,1,9
"Fort Lupton","CO",3413,0,9
"Fort Myers","FL",4262196,29,1000
"Fort Phantom","TX",248714,30,325
"Fort St Vrain","CO",1618346,8,326
"Fortistar North Tonawanda","NY",147985,1,97
"Foster Wheeler Martinez","CA",345220,2,998
"Foster Wheeler Mt Carmel Cogen","PA",346154,477,252
"Fountain Valley Power Facility","CO",247028,1,202
"Four Corners","NM",15425686,31837,41002
"Fourche Creek Wastewater","AR",2775,0,317
"Fox Lake","MN",88313,179,176
"Fox Metro Water Reclamation District","IL",30,0,3
"Frank E Ratts","IN",1395781,15969,3378
"Frank Knutson","CO",24142,1,9
"Frank M Tait","OH",3561,0,3
"Franklin (NE)","NE",38,0,1
"Franklin Drive","CT",366,0,3
"Franklin Heating Station","MN",83584,1,186
"Franklin/Grays","WA",12445,0,34
"Frederic Diesel","WI",45,0,1
"Frederickson","WA",4009,3,16
"Frederickson Power LP","WA",291698,2,40
"Fredonia","KS",5,"--","--"
"Fredonia","WA",11887,0,2
"Freeburg","IL",245,0,5
"Freedom Power Project","IL",40,"--","--"
"Freeport Energy","TX",3189706,16,8676
"Freeport McMoRan","NM",4007,2,88
"Freestone Energy Center","TX",1809683,10,526
"French Island","WI",35463,14,151
"Fresno Cogen Partners","CA",2597,0,7
"Front Range Power Plant","CO",373720,3,159
"Front Street","MA",1756,2,35
"Frontera Energy Center","TX",502931,3,214
"Frontier","OK",353260,2,910
"Fruita","CO",67,"--","--"
"Fullerton","TX",10524,0,256
"Fulton (AR)","AR",4402,0,2
"Fulton (MO)","MO",801,1,7
"Fulton Cogeneration Associates","NY",3522,0,4
"G E Turner","FL",22777,32,125
"G F Weaton Power Station","PA",670142,140,1266
"G G Allen","NC",5851801,34451,9909
"G W Ivey","FL",29405,6,678
"GMMM Westover","NY",884043,"--","--"
"GMMM Westover","NY","--",12921,2023
"GREC","OK",7245501,16654,15646
"GRS American Canyon","CA","--",0,137
"GRS Arbor Hills","MI","--",1,204
"GRS C&C","MI","--",0,289
"GRS CMS","NC",59,0,61
"GRS Coyote Canyon","CA",12,1,36
"GRS Fall River","MA","--",0,195
"GRS Menlo Park","CA","--",0,282
"GRS Newby I","CA","--",0,211
"GRS Newby II","CA","--",0,233
"GRS Pine Bend","MN","--",0,111
"GRS Richmond","VA","--",0,166
"GRS Sunset Farms","TX","--",0,283
"Gadsby","UT",311954,2,135
"Gadsden","AL",732295,9439,2247
"Galena Electric Utility","AK",7005,10,139
"Galion Generating Station","OH",124,"--","--"
"Gallatin #2","MO",65,0,1
"Gallatin (TN)","TN",7283384,27791,10804
"Gallup Refinery","NM",23411,0,68
"Gans","PA",22773,0,16
"Garden City","KS",47170,0,93
"Gardner Energy Center","KS",2554,0,7
"Gary Works","IN",66636,107,1118
"Gas Turbine (IA)","IA",188,0,1
"Gas Utilization Facility","CA","--",0,656
"Gastonia Duke Street","NC",401,1,8
"Gastonia Rankin Lake","NC",401,1,8
"Gates Peaker","CA",4882,0,8
"Gateway Gen","VA",218,0,4
"Gavin Power, LLC","OH",16353058,33167,40018
"Gaviota Oil Plant","CA",52835,0,148
"Gay Robinson","HI",20,5,72
"Gaylord - Consumers","MI",5754,0,16
"Gaylord - Wolverine","MI",2147,0,6
"Gaylord Container Bogalusa","LA",86521,2931,1793
"Geismar","LA",345917,4,1963
"Geismar Plant","LA",330689,2,902
"General Electric Aircraft Engines","MA",190026,849,159
"General Electric Diesel Engine Plant","PA",15377,22,309
"General Electric Erie PA Power","PA",262429,4024,1628
"General Electric Plastic","AL",325201,1,73
"General Mills Inc","NY",23212,0,63
"General Mills Operations Lodi","CA",21645,0,61
"General Mills West Chicago","IL",49,0,1
"Genesee Power Station LP","MI","--",27,135
"Geneseo","IL",425,0,9
"Genoa","WI",1931099,15281,4097
"Geo East Mesa II","CA",1567,"--","--"
"Geo East Mesa III","CA",1651,"--","--"
"George Birdsall","CO",22414,0,56
"George Johnson","MI",9568,0,28
"George M Sullivan Generation Plant 2","AK",474582,3,1308
"George Neal North","IA",6126308,20906,14703
"George Neal South","IA",4004788,13523,6807
"Georgetown","IN",4089,0,1
"Georgia-Pacific Big Island","VA",146914,1035,203
"Georgia-Pacific Brewton Mill","AL",118033,3783,1683
"Georgia-Pacific Cedar Springs","GA",739479,15227,2172
"Georgia-Pacific Consr Prods LP-Naheola","AL",343457,4754,1633
"Georgia-Pacific Corp - Nekoosa Mill","WI",192711,4144,992
"Georgia-Pacific Crossett LLC","AR",156683,3047,1477
"Georgia-Pacific Port Hudson","LA",329620,3256,1230
"Geothermal 1","CA",13723,"--","--"
"Geothermal 2","CA",13266,"--","--"
"Gerald Andrus","MS",1460754,11402,6012
"Gerald Gentleman","NE",9821989,28203,20667
"Germantown","WI",23753,0,4
"Geysers Unit 5-20","CA",122062,"--","--"
"Ghent","KY",11136678,42288,17241
"Gianera","CA",1427,0,4
"Gibbons Creek","TX",3390287,10817,1718
"Gibson","IN",19433377,123865,34851
"Gibson City Energy Center LLC","IL",11119,0,6
"Gila River Power Block 4","AZ",1384480,7,302
"Gilbert","NJ",174644,34,197
"Gillette SBMC","MA",75083,59,148
"Gilliam South","IA",89,0,2
"Gillum","IL",2,"--","--"
"Gilroy Peaking Energy Center","CA",36853,0,5
"Gilroy Power Plant","CA",85908,0,236
"Girard","KS",1175,0,25
"Girvin Landfill","FL","--",0,124
"Gladstone","MI",25395,36,139
"Gleason Generating Facility","TN",3415,0,2
"Glen Gardner","NJ",7074,0,7
"Glen Lyn","VA",1551350,9672,3827
"Glenarm","CA",64,"--","--"
"Glencoe","MN",1727,2,35
"Glendive GT","MT",11491,0,1
"Glennallen","AK",7509,10,146
"Glenns Ferry Cogen Facility","ID",40857,0,109
"Glenwood","NY",376298,2,286
"Goal Line LP","CA",132112,1,366
"Godwin Drive Plant","VA",725,1,14
"Gold Creek","AK",19,"--","--"
"Goodland","KS",1136,0,26
"Goodyear Power Plant","OH",267714,5624,685
"Goose Creek Energy Center","IL",996,0,1
"Goose Haven Energy Center","CA",6616,0,1
"Gordon Evans Energy Center","KS",558987,4501,2160
"Gordonsville Energy LP","VA",86873,14,6
"Gorgas","AL",7376668,53837,12286
"Gould Electronics Foil Division","AZ",996,0,24
"Gould Street","MD",30172,201,70
"Gowanus Gas Turbines Generating","NY",93679,0,321
"Gowrie","IA",147,0,3
"Graettinger","IA",66,0,1
"Grafton","ND",16,"--","--"
"Graham","TX",438745,212,955
"Gramercy Holdings LLC","LA",358783,2,1205
"Grand Blanc Generating Station","MI","--",0,264
"Grand Haven Diesel Plant","MI",358,1,7
"Grand Isle Gas Plant / Treating Station","LA",2375,0,59
"Grand Junction","IA",151,0,3
"Grand Marais","MN",3,"--","--"
"Grand River","MI","--",0,330
"Grand Tower Energy Center LLC","IL",63672,0,49
"Granite City","MN",2300,0,7
"Granite Ridge","NH",734199,4,93
"Grant Town Power Plant","WV",859162,1543,1194
"Grantsburg Diesel","WI",203,0,4
"Graphic Packaging","MI",157541,538,85
"Graphic Packaging International","CA",130439,1,365
"Graphic Packaging International Augusta Mill","GA",621872,6666,2621
"Gravel Neck","VA",64978,91,140
"Grayling Generating Station","MI",19003,262,305
"Grays Ferry Cogeneration","PA",526659,5,164
"Grayson","CA",70994,1,29
"Great Bend - Sunflower","KS",52728,0,116
"Greater Des Moines","IA",28663,0,12
"Greater Detroit Resource Recovery","MI",281593,28,1667
"Green Country Energy LLC","OK",889421,4,209
"Green Knight Energy Center","PA","--",1,146
"Green Power 2","TX",162460,0,5
"Green River","KY",792845,14240,1659
"Green Tree Chemical Technologies","NJ",10210,15,10
"Greene County","AL",3316169,36349,9874
"Greene Valley Gas Recovery","IL","--",0,115
"Greenfield","IA",278,0,6
"Greenidge Generation LLC","NY",1081631,17821,2551
"Greenleaf 1 Power Plant","CA",163878,2,724
"Greenleaf 2 Power Plant","CA",200541,0,1
"Greenport","NY",201,0,4
"Greens Bayou","TX","--",30,70
"Greens Bayou","TX",210924,3,58
"Greensburg","KS",725,0,16
"Greenville Electric Generating Station","OH",27665,0,21
"Greenville Steam","ME","--",18,125
"Greenwood (MI)","MI",488393,1326,515
"Greenwood (MO)","MO",31155,17,121
"Gregory Power Facility","TX",1643411,8,484
"Griffith Energy LLC","AZ",493461,2,60
"Grimh","WI",1,"--","--"
"Grinnell","IA",1460,0,4
"Grossmont Hospital","CA",10303,0,28
"Groveton Paper Board","NH",10953,0,30
"Grundy Center City Light Plant","IA",266,0,5
"Guadalupe Generating Station","TX",1477976,8,549
"Guadalupe Power Plant","CA","--",0,266
"Gude","MD","--",0,44
"H Allen Franklin Combined Cycle","AL",623655,3,63
"H B Robinson","SC",980984,8848,3014
"H L Culbreath Bayside Power Station","FL",1209963,6,174
"H L Spurlock","KY",5344062,36616,6276
"H Power","HI",194848,20,938
"H Wilson Sundt Generating Station","AZ",832369,2515,1775
"H. Gonzales","CA",8361,0,23
"HF Lee Plant","NC",1771066,12503,4609
"HGST San Jose Standby Generator","CA",354,0,2
"HL Power","CA",1581,26,44
"HMDC Kingsland Landfill","NJ","--",0,173
"HMP&L Station Two Henderson","KY",1376287,3899,4465
"Hagood","SC",26673,31,34
"Haines","AK",123,0,2
"Hal C Weaver Power Plant","TX",261813,1,557
"Halifax Electric","MA","--",0,141
"Hallam","NE",6142,4,25
"Hallock","IL",435,1,9
"Halstad","MN",2,"--","--"
"Hamakua Energy Plant","HI",340800,1960,1675
"Hamilton (OH)","OH",444462,1414,999
"Hamilton (PA)","PA",3262,5,18
"Hamilton Peaking","OH",8733,"--","--"
"Hammond","GA",4367880,32589,6747
"Hampton Facility","NH",66186,9,1303
"Hana Substation","HI",446,1,9
"Hancock","MI",7118,0,20
"Handley","TX",1278175,9,850
"Handsome Lake Energy LLC","PA",4700,0,5
"Hanford","CA",225749,"--","--"
"Hanford","CA","--",40,154
"Hanford Energy Park Peaker","CA",9801,0,2
"Hanging Rock Energy Facility","OH",154739,1,32
"Hansel","FL",17700,0,106
"Harbor","CA",285681,1,59
"Harbor Beach","MI",191456,1407,925
"Harbor Cogen","CA",43626,0,119
"Hardee Power Station","FL",431102,0,7
"Hardeeville","SC",307,0,2
"Harding Street","IN",3631730,46282,5763
"Harford Waste to Energy Facility","MD",63976,251,339
"Harlan","IA",26,0,1
"Harlem River Yard","NY",81857,0,8
"Harllee Branch","GA",7406119,63347,14773
"Harrington","TX",7962908,24614,13356
"Harris Lake","NY",128,0,3
"Harrison County Power Project","TX",581368,0,73
"Harrisonburg Power Plant","VA",1771,0,4
"Harry Allen","NV",30479,0,12
"Harry L. Oswald","AR",90218,0,50
"Hart","MI",34,0,1
"Hartford Hospital Cogeneration","CT",29340,2,83
"Hartwell Energy Facility","GA",104755,7,293
"Hartzog","WY",5595,0,17
"Harvey Couch","AR",9916,0,12
"Hatfields Ferry Power Station","PA",7723607,126436,15998
"Havana","IL",2467549,8938,3091
"Hawaii Cogen","HI",45593,68,334
"Hawaiian Comm & Sugar Puunene Mill","HI",115087,"--","--"
"Hawaiian Comm & Sugar Puunene Mill","HI","--",520,827
"Hawk Road Facility","GA",5694,0,2
"Hawkeye Energy Greenport LLC","NY",24538,7,4
"Hawley","MN",3,"--","--"
"Hawthorn","MO",4108956,2398,2232
"Hay Road","DE",764392,12,472
"Hayden","CO",3310315,2217,6578
"Haynes","CA",1384471,7,100
"Hays Energy Project","TX",1010996,5,137
"Hazelton","PA",5913,1,6
"Healy","AK",278702,26,382
"Heat Recovery Coke Facility","IN","--",1,258
"Heber City","UT",3910,0,91
"Heber Geothermal","CA",8376,"--","--"
"Hebron","NE",3495,5,19
"Hell Gate","NY",117174,1,11
"Henderson","MS",30966,255,86
"Henderson I","KY",7439,168,17
"Hendricks Regional Health","IN",24,0,0
"Hennepin Power Station","IL",1795020,3822,1789
"Henrietta Peaker","CA",10718,0,2
"Henry County","IN",13445,0,9
"Henry D King","FL",20116,0,13
"Henry Station","MI",392,0,9
"Herbert A Wagner","MD",3027654,21005,5713
"Herington","KS",1264,2,25
"Hermiston Generating Plant","OR",1328170,7,141
"Hermiston Power Partnership","OR",942391,5,129
"Hewlett Packard Enterprise","GA",1,"--","--"
"Hibbing","MN",148801,470,289
"Hidalgo Energy Center","TX",596138,3,1573
"Higgins","FL",30929,1,84
"Higginsville","MO",1243,0,7
"High Acres Gas Recovery","NY","--",0,297
"High Bridge","MN",1516303,3597,5402
"High Desert Power Plant","CA",901061,5,63
"High Point, Fairfield","NC",401,1,8
"High Point, Jackson Lake","NC",401,1,8
"High Sierra Limited","CA",221507,1,621
"High Street Station","MA",1341,1,29
"Highland","IL",633,1,13
"Highmore","SD",54,0,1
"Hill City","KS",3075,0,72
"Hillburn","NY",3896,0,14
"Hillman Power LLC","MI",35511,438,97
"Hills","MN",11,"--","--"
"Hillsborough County Resource Recovery","FL",158459,14,563
"Hillsdale","MI",944,0,21
"Hilton Head","SC",7672,0,12
"Hinds Energy Facility","MS",486633,2,46
"Hines Energy Complex","FL",1248237,6,375
"Hiram Clarke","TX",535,0,1
"Hoffer Plastics","IL",8,"--","--"
"Hoffmann LaRoche","NJ",67376,0,183
"Hofstra University","NY",8699,3,194
"Hog Bayou Energy Center","AL",51056,0,9
"Hoge Lumber","OH","--",1,5
"Hoisington","KS",604,0,14
"Holcomb","KS",2535935,2021,3661
"Holden","MO",6187,1,6
"Holland Energy Facility","IL",50859,0,13
"Holly","CO",14,"--","--"
"Holly Street","TX",266721,1,276
"Holton","KS",1804,0,42
"Holtsville","NY",281901,398,583
"Homer City Generating Station","PA",13189128,137601,19351
"Honea Path","SC",323,0,6
"Honeywell Farms","NY",6443,1,145
"Honolulu","HI",77992,173,140
"Hoonah","AK",3339,5,66
