"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2003&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:20:20 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"South Hampton","NY",2923,4,16
"South Main Street","IL",24,0,1
"South Meadow","CT",13399,0,33
"South Oak Creek","WI",6245484,12060,4549
"South Oaks Hospital","NY",4875,3,116
"South Plant","IA",801,1,16
"South Point Energy Center","AZ",1109257,6,89
"South Strawberry","IA",701,1,14
"South West Landfill","FL","--",0,20
"Southampton Power Station","VA",456427,108,861
"Southaven Energy Facility","MS",2157,0,1
"Southbridge Energy Center LLC","MA",13586,0,321
"Southeast Chicago Energy Project","IL",5516,0,12
"Southeast Kern River Cogen","CA",146328,1,392
"Southeast Resource Recovery","CA",175682,19,817
"Southern Minnesota Beet Sugar","MN",285627,1227,1680
"Southold","NY",4499,6,25
"Southside Water Reclamation Plant","NM",23879,0,627
"Southwark","PA",1428,2,8
"Southwest Texas State University","TX",9484,1,219
"Southwestern","OK",485003,11,2493
"Southwestern Bell Telephone","MO",43,0,1
"Sowega Power","GA",28646,1,22
"Spadra Landfill Gas to Energy","CA","--",1,43
"Spalding","NE",18,"--","--"
"Sparks Regional Medical Center","AR",1319,0,28
"Spartanburg Water System","SC",25,0,0
"Specialty Minerals","MA",14364,18,286
"Spencer","TX",79552,2,37
"Spencer Gas Turbine","IA",464,0,2
"Spirit Mound","SD",2487,3,13
"Spokane Waste to Energy","WA",96476,10,421
"Spring Creek Energy Center","OK",33766,0,19
"Spring Valley","MN",99,0,2
"Springdale 1 & 2","PA",32896,0,22
"Springerville","AZ",5975377,17516,11329
"Springfield (MN)","MN",156,0,3
"Springfield Power LLC","NH","--",26,147
"Spruance Operating Services LLC","VA",1924334,584,1176
"St Albans","VT",32,0,1
"St Bonifacius","MN",3681,5,21
"St Clair","MI",6718507,41410,10924
"St Cloud","FL",841,0,19
"St Francis","KS",254,0,6
"St Francis Energy Facility","MO",155247,1,25
"St Francisville Mill","LA",163928,1369,188
"St John","KS",36,0,1
"St Johns River Power Park","FL",8869970,18881,22664
"St Johns Riverside Hospital","NY",1019,0,24
"St Josephs Hospital","FL",2892,0,68
"St Louis","MI",29,0,1
"St Marys","OH",65477,1442,147
"St Marys Hospital","NY",3469,0,9
"St Marys IC","AK",1312,2,27
"St Nicholas Cogen Project","PA",875530,561,263
"Stafford","KS",16,"--","--"
"Stallings","IL",260,0,1
"Standby Generation Plant","FL",117,0,3
"Stanton","ND",1192803,8229,2482
"Stanton Energy Center","FL",5413841,6476,8069
"Starrett City Cogen Facility","NY",120112,183,280
"Starwood Hotels Resorts","AZ",964,0,23
"State Center","IA",673,1,14
"State Farm","IL",363,1,7
"State Farm Insur Support Center Central","TX",53,0,1
"State Farm Support Center East","GA",129,0,3
"State Line Combined Cycle","MO",384783,2,60
"State Line Energy","IN",2875045,7268,7593
"State St Generating","MI",1911,3,37
"State-Fuel Level Increment","--",25198586,133924,78464
"State-Fuel Level Increment","--",7445,11,39
"State-Fuel Level Increment","--",1206,3,1042
"State-Fuel Level Increment","--",1194840,4055,5434
"State-Fuel Level Increment","--",315548,388,558
"State-Fuel Level Increment","--",44075,5,478
"State-Fuel Level Increment","--",2867893,8498,3095
"Statesville, Highway 64","NC",401,1,8
"Station H","MO",921,0,3
"Station I","MO",227,0,1
"Steamboat 1","NV",760,"--","--"
"Steamboat 1A Power Plant","NV",388,"--","--"
"Steamboat Hills LP","NV",1494,"--","--"
"Steamboat II","NV",3148,"--","--"
"Steamboat III","NV",3095,"--","--"
"Sterling","KS",380,0,9
"Sterling Avenue","IL",369,0,1
"Sterling Power Plant","NY",8582,0,8
"Sterlington","LA",283388,2,725
"Stevens Point Mill","WI",79913,0,191
"Stillwater Facility","NV",1525,"--","--"
"Stillwater Water Treatment Plant","OK",148,0,3
"Stock Island","FL",20547,29,171
"Stockton","KS",92,0,2
"Stockton Biomass","CA",421601,141,239
"Stockton Cogen","CA",550124,878,278
"Stone Container Missoula Mill","MT",44801,1528,836
"Stone Container Ontonagon Mill","MI","--",2145,188
"Stony Brook","MA",350662,106,412
"Stony Brook Cogen Plant","NY",203398,1,143
"Story City","IA",1576,2,32
"Stowe Power Production Plant","PA","--",0,84
"Straits","MI",1455,0,4
"Streator Energy Partners LLC","IL","--",0,88
"Streeter Station","IA",144820,1527,674
"Stryker","OH",381,1,2
"Stryker Creek","TX",634484,142,640
"Stuart (IA)","IA",25,0,0
"Stuart (NE)","NE",88,0,2
"Sturgis City Diesel Plant","MI",136,0,3
"Sub 2 Generating Station","MO",234,0,5
"Sub 3 Generating Station","MO",234,0,5
"Suffolk Energy Partners LP","VA","--",0,303
"Sugar Creek Power","IN",105619,1,263
"Sullivan (IL)","IL",343,0,7
"Sumas Power Plant","WA",409820,2,1118
"Summit Lake","IA",13577,0,45
"Summit Property Pharmaceutical","NJ",796,0,2
"Sumner","IA",163,0,3
"Sumpter","MI",33210,0,8
"Sumpter Energy Associates","MI",31,1,1130
"Sun Peak Generating Station","NV",87613,0,245
"Sun Trust Plaza","GA",1,"--","--"
"Sunbury Generation LP","PA",1910703,25461,3223
"Sundance","AZ",97461,1,29
"Sunnyside Cogen Associates","UT",476939,644,673
"Sunnyside Cogen Partners","CA",9917,0,228
"Sunoco Eagle Point Refinery","NJ","--",2,102
"Sunray 2","CA",2338,0,4
"Sunray 3","CA",9400,0,15
"Sunrise","NV",138712,1,586
"Sunrise Power LLC","CA",660460,3,163
"Superior","MI",613,1,3
"Sutherland","IA",900073,2586,2352
"Sutherland IC","NE",235,0,5
"Sutter Energy Center","CA",1213450,6,84
"Suwannee River","FL",505177,4446,855
"Sweatt","MS",4985,0,6
"Sweeny Cogen Facility","TX",1490695,10,1338
"Sycamore (IA)","IA",14173,0,39
"Sycamore (WI)","WI",3610,0,11
"Sycamore Cogeneration","CA",1761192,9,4790
"Syl Laskin","MN",793959,1456,2239
"Sylvarena","MS",8391,0,23
"Syracuse # 2","NE",104,0,2
"Syracuse Energy","NY",711201,3867,1238
"T B Simon Power Plant","MI",598524,3260,473
"T H Wharton","TX","--",0,0
"T H Wharton","TX",895042,0,41
"TES Filer City Station","MI",541616,214,948
"THUMS","CA",162986,1,443
"TMC LLC","FL","--",1,12
"TVA Southaven Combined Cycle","MS",226211,1,32
"TXU Sweetwater Generating Plant","TX",481761,2,500
"Tacoma Landfill Gas Utilization Project","WA","--",0,69
"Taconite Harbor Energy Center","MN",1645644,4988,3061
"Taft 26C Cogen","CA",77712,0,236
"Taft Cogeneration Facility","LA",2016861,11,491
"Tait Electric Generating Station","OH",8691,0,2
"Tajiguas Plant","CA","--",0,259
"Talbot County Energy","GA",25594,2,8
"TalenEnergy Martin Creek LLC Allentown","PA",4099,7,22
"TalenEnergy Martins Creek","PA",2919411,22522,6030
"TalenEnergy Martins Creek LLC Fishbach","PA",969,1,5
"TalenEnergy Martins Creek LLC Harrisburg","PA",15699,16,86
"TalenEnergy Martins Creek LLC Harwood","PA",1199,2,7
"TalenEnergy Martins Creek LLC Jenkins","PA",1382,2,7
"TalenEnergy Martins Creek LLC Lock Haven","PA",341,0,2
"TalenEnergy Martins Creek LLC West Shore","PA",1870,3,10
"TalenEnergy Martins Creek LLC Williamsport","PA",1161,2,6
"TalenEnergy Montour","PA",8931430,113198,10450
"Tamarack Energy Partnership","ID","--",11,95
"Tangier","VA",161,0,3
"Tanner Street Generation","MA",2529,0,1
"Tanners Creek","IN",5044730,48240,12172
"Tasley","VA",5387,8,12
"Tate & Lyle Decatur Plant Cogen","IL",704043,10505,682
"Taylor Energy Partners LP","PA","--",0,70
"Tazewell Gas Recovery","IL","--",0,206
"Teche","LA",617616,23,1135
"Tecumseh","NE",148,0,3
"Tecumseh Energy Center","KS",1466327,5799,2558
"Telogia Power","FL","--",26,229
"Tenaska Central Alabama Generating Stn","AL",122817,4,30
"Tenaska Frontier Generation Station","TX",1588249,8,417
"Tenaska Gateway Generating Station","TX",1665528,8,346
"Tenaska Georgia Generation Facility","GA",12169,3,8
"Tenaska Lindsay Hill Generating Station","AL",79406,2,15
"Tenet Hospital","TX",97,0,2
"Tennessee Eastman Operations","TN",3749378,17654,2659
"Terra-Gen Dixie Valley","NV",11714,"--","--"
"Tesoro Hawaii","HI",126594,653,648
"Tesoro Kenai Cogeneration Plant","AK",52200,0,146
"Tesoro Mandan Cogeneration Plant","ND",44820,132,264
"Texas City Plant Union Carbide","TX",102038,1,275
"Texas City Power Plant","TX",1433409,7,4037
"The American Sugar Refining Co Brooklyn","NY",50777,4,116
"Theodore Cogen Facility","AL",571425,3,37
"Thermal Energy Development Part LP","CA",1886,1,133
"Thermal Kem","SC",323,0,6
"Thermo Greeley","CO",127608,1,498
"Thermo Power & Electric","CO",180586,1,462
"Thetford","MI",4128,0,4
"Thief River Falls","MN",34,0,1
"Thiele Kaolin Reedy Creek","GA",8,"--","--"
"Thiele Kaolin Sandersville","GA",2,"--","--"
"Thomas A Smith Energy Facility","GA",344322,2,58
"Thomas C Ferguson","TX",528163,17,749
"Thomas Fitzhugh","AR",42065,8,35
"Thomas Hill","MO",8746667,17143,18931
"Thomson Reuters Campus Bldg A-D","MN",210,0,4
"Thornridge High School","IL",1031,0,24
"Thornwood High School","IL",1669,0,39
"Ticona Polymers Inc","TX",176876,1,485
"Ticonderoga Mill","NY",318505,1339,478
"Tiger Bay","FL",573496,3,151
"Tillotson Rubber","NH",3220,22,35
"Tilton","IL",63526,0,50
"Tipton","IA",413,0,9
"Titus","PA",1214528,14417,1894
"Tiverton Power Plant","RI",630769,3,33
"Toca Plant","LA",2799,0,56
"Togiak","AK",1947,3,40
"Tok","AK",8607,12,171
"Tolk","TX",8157470,24463,11865
"Tolna","PA",11085,0,28
"Tom G Smith","FL",7957,14,9
"Torrance Refining Company, LLC","CA",128756,1,367
"Torrington Terminal","CT",171,0,1
"Total Energy Facilities","CA","--",1,428
"Tower","MI",675,1,4
"Toyon Power Station","CA",2559,0,138
"Tracy","NV",788239,6,1523
"Tracy Combined Cycle Power Plant","CA",6781,0,9
"Tradinghouse","TX",1228983,21,2197
"Traer Main","IA",162,0,4
"Traer South","IA",205,0,4
"Transalta Centralia Generation","WA",11397123,7517,18617
"Trenton Channel","MI",3354810,24174,4868
"Trenton Diesel","MO",4,"--","--"
"Trenton North","MO",505,1,10
"Trenton South","MO",46,0,1
"Tri Center Naniwa Energy","NV",33044,0,10
"Tri Cities","AZ","--",0,186
"Trimble County","KY",3514459,5394,3595
"Trinidad (CO)","CO",25,0,1
"Trinidad (TX)","TX",88319,88,210
"Tropicana Products Bradent","FL",120325,1,318
"Troy Energy LLC","OH",36695,1,10
"Truman","MN",114,0,2
"Tucumcari","NM",54,0,1
"Tulsa","OK",280976,1,651
"Tunnel","CT",722,"--","--"
"Turkey Point","FL",2308230,12049,6535
"Turnkey Landfill Gas Recovery","NH","--",1,409
"Twin Bridges LFGTE","IN","--",0,303
"Two Harbors","MN",25,0,1
"Ty Cooke","TX",66979,0,82
"Tyrone","KY",322605,2345,582
"U S Alliance Coosa Pines","AL",673504,6811,1063
"UCLA So Campus Cogen Project","CA",155202,1,348
"UMCP CHP Plant","MD",45452,0,124
"US Agri-Chemicals Fort Meade","FL","--",0,80
"US Borax","CA",223876,1,603
"US DOE Savannah River Site (D Area)","SC",243810,4530,1020
"US Gypsum Oakfield","NY",23712,0,63
"UW Madison Charter Street Plant","WI",343022,2727,1843
"Ubly","MI",2,"--","--"
"Unalakleet","AK",2963,4,59
"Unalaska Power Module","AK",1915,3,39
"Unifi Kinston LLC","NC",41237,505,152
"Union Carbide Seadrift Cogen","TX",450491,2,1340
"Union Carbide South Charleston","WV",257580,2386,1304
"Union County Resource Recovery","NJ",213713,20,809
"Unionville","MO",135,0,1
"Unionville City of","MO",207,0,4
"Unisea G 2","AK",23814,34,585
"United Cogen","CA",108033,1,302
"United Health Care","MN",701,1,4
"United Hospital","MN",935,1,5
"Univ New Mexico Cogen Plant","NM",8892,0,25
"Univ of Calif Santa Cruz Cogeneration","CA",9578,0,222
"Univ of NC Chapel Hill Cogen Facility","NC",293005,333,248
"Univ of Oregon Central Power Station","OR",18890,0,44
"Univ of San Francisco Cogen","CA",6815,0,166
"University Park North","IL",32351,0,10
"University Park South","IL",7061,0,10
"University of Alaska Fairbanks","AK",116859,201,254
"University of Arizona - Biosphere 2","AZ",490,0,11
"University of California","CA",18201,0,55
"University of Colorado","CO",85369,0,82
"University of Florida","FL",186105,1,97
"University of Illinois Abbott Power Plt","IL",220212,137,529
"University of Illinois Cogen Facility","IL",86618,1,1293
"University of Iowa Main Power Plant","IA",282630,1596,446
"University of Michigan","MI",208775,16,495
"University of Northern Iowa","IA",89295,2140,461
"University of Notre Dame","IN",170766,3115,402
"University of Oklahoma","OK",18761,13,207
"University of Tennessee Steam Plant","TN",64,"--","--"
"University of Texas at Dallas","TX",1267,0,29
"University of Texas at San Antonio","TX",2444,0,56
"University of Washington Power Plant","WA",77651,2,180
"Upper Rock Energy Partners LLC","IL","--",0,305
"Urquhart","SC",835196,5779,1225
"V H Braunig","TX",602222,100,904
"VMEA 1 Credit Gen","VA",1889,3,38
"VMEA Peaking Gen","VA",756,1,15
"Vaagen Brothers Lumber","WA","--",8,73
"Valdez","AK",56,"--","--"
"Valdez Cogen","AK",22721,3,125
"Valencia","AZ",3678,2,14
"Valenite","SC",323,0,6
"Valero Energy Port Arthur Refinery","TX",661790,3,1424
"Valero Refinery Cogeneration Unit 1","CA",51970,1,401
"Valero Refinery Corpus Christi East","TX",240488,1,674
"Valero Refinery Corpus Christi West","TX",267625,344,459
"Valero Refining Texas Houston","TX",177605,1,482
"Valley (CA)","CA",81930,0,6
"Valley (TX)","TX",367724,28,672
"Valley (WI)","WI",1902352,9437,2803
"Valley Road","NV",10,"--","--"
"Valmont","CO",1249809,573,2247
"Valmont Combustion Turbine Project","CO",13060,0,9
"Van Sant Station","DE",5950,3,5
"Vandalia","MO",37,0,1
"Vanderbilt University Power Plant","TN",173310,824,415
"Vandolah Power Station","FL",146284,15,70
"Velcro USA","NH",18171,3,82
"Venice","IL",2223,0,2
"Venice Resources Gas Recovery","MI","--",0,166
"Vergennes 9","VT",1133,2,23
"Vermilion","IL",1053816,15759,2048
"Vermillion Energy Facility","IN",13162,0,14
"Vernon","CA",42,0,1
"Vernon Boulevard","NY",52189,0,5
"Vero Beach Municipal Power Plant","FL",44632,19,26
"Versailles Mill","CT",108966,261,292
"Verso Paper Quinnesec Mich Mill","MI",17042,2047,561
"Vestaburg","MI",1995,1,13
"Veterans Home of California","CA",3869,0,91
"Viaduct","MO",46,"--","--"
"Vicinity Energy Trenton, L.P.","NJ",83870,27,1897
"Victor J Daniel Jr","MS",6450703,25048,9749
"Victoria Texas Plant","TX",388395,2,1038
"Vienna Operations","MD",91175,927,180
"Viking","AK",41,0,1
"Viking Energy of Lincoln","MI",29201,345,211
"Viking Energy of McBain","MI",24483,299,165
"Viking Energy of Northumberland","PA","--",29,204
"Village Creek Water Reclamation Facility","TX",3479,0,123
"Vineland Cogeneration Plant","NJ",43425,2,6
"Vinton","IA",2433,1,54
"Viola","WI",351,0,7
"Virginia","MN",153505,469,299
"Vulcan-BN Geothermal Power Company","CA",7722,"--","--"
"W A Parish","TX","--",55052,9554
"W A Parish","TX",18468596,0,1
"W B Tuttle","TX",13491,0,20
"W E Swoope","FL",110,0,2
"W H Hill","HI",211002,2018,380
"W H Weatherspoon","NC",734361,5957,2629
"W H Zimmer","OH",8318415,20791,18307
"W N Clark","CO",324571,1453,825
"W S Lee","SC",1515721,12212,2434
"WFEC GenCo LLC","OK",19832,0,53
"WPS Power Niagara","NY",311261,818,234
"WWTP","CA","--",0,734
"WWTP Power Generation Station","CA","--",0,734
"Wabash River","IN",4797981,58611,9456
"Wabuska","NV",271,"--","--"
"Wadham Energy LP","CA",356,7,99
"Wading River","NY",277380,392,587
"Wadsworth","OH",180,0,4
"Wahoo","NE",917,0,20
"Waiau","HI",1056915,2144,1599
"Waimea","HI",6062,9,120
"Walhalla","ND",65579,222,391
"Wallingford Energy","CT",54492,0,14
"Walnut","CA",929,0,3
"Walter C Beckjord","OH",6241925,58851,15215
"Walter Scott Jr Energy Center","IA",6053765,17244,12056
"Walton County Power LLC","GA",1838,0,1
"Wamego","KS",993,0,23
"Wansley","GA",10382858,85260,10361
"Wansley Combined Cycle","GA",644445,3,1751
"Warbasse Cogen Facility","NY",85923,48,248
"Warm Springs Forest Products","OR","--",1,11
"Warren","MN",3,"--","--"
"Warren","PA",27237,32,5
"Warren F Sam Beasley Generation Station","DE",14885,1,3
"Warren Lumber Mill","AR","--",26,137
"Warren Peaking Power Facility","MS",2217,0,1
"Warrick","IN","--",98591,14262
"Warrick","IN",5337744,"--","--"
"Washington","KS",287,0,6
"Washington County Cogeneration Facility","AL",398709,2,244
"Washington County Power LLC","GA",1201,0,2
"Washington Energy Facility","OH",185029,1,22
"Washington Island","WI",107,0,2
"Waste Energy Services","MI","--",0,13
"Waste Water Plant Generator","KS",178,0,3
"Watchtower Educational Center","NY",1102,0,26
"Water Filter Plant #2","NC",191,0,4
"Water Street Station","MI",106,0,2
"Wateree","SC",3823114,30000,7065
"Waterford 1 & 2","LA",1196179,4518,2357
"Waterford Power, LLC","OH",44443,0,7
"Waterloo","IL",327,0,2
"Waterloo Lundquist","IA",757,1,15
"Waters River","MA",6172,0,2
"Waterside","NY",312715,5,597
"Waterside Power, LLC","CT",6201,9,33
"Watertown Power Plant","SD",1704,2,9
"Watson Cogeneration","CA",1634922,1866,7452
"Watsonville Power Plant","CA",93483,0,257
"Waukegan","IL",3914502,9458,4185
"Waupun Correctional Central Heating Plt","WI",24559,200,136
"Wausau Papers of New Hampshire","NH",173072,2,450
"Waverly Municipal Electric North Plant","IA",1078,1,22
"Wayne","PA",2671,3,1
"Wayne County","NC",139812,166,700
"Wayne IC","NE",1481,2,31
"Waynesboro Virginia Plant","VA",137781,3001,604
"Weatherford","TX",6,"--","--"
"Webb Forging","SC",323,0,6
"Webster","TX",65,"--","--"
"Webster City","IA",463,1,3
"Weir Cogen Plant","CA",14397,0,38
"Weleetka","OK",5563,0,15
"Wellesley College Central Utility Plant","MA",17702,0,419
"Wellington","OH",195,0,4
"Wellington 1","KS",1264,0,31
"Wellington 2","KS",529,0,1
"Wells IC","MN",692,0,15
"Welsh","TX",10628976,30800,13700
"Werner","NJ",11642,0,9
"West 14th Street","KS",1699,0,5
"West 41st Street","OH",1281,0,4
"West Babylon","NY",7353,10,18
"West Bend","IA",182,0,4
"West Charleston","VT",4,"--","--"
"West Coxsackie","NY",1139,0,4
"West Ford Flat Power Plant","CA",5844,"--","--"
"West Gardner","KS",48759,0,11
"West Group Data Center","MN",37,0,1
"West Liberty","IA",210,0,4
"West Marinette","WI",86745,1,64
"West Marinette 34","WI",35710,1,102
"West Phoenix","AZ",399963,1,51
"West Phoenix","AZ",21253,1,29
"West Phoenix CC4","AZ",178278,1,490
"West Phoenix CC5","AZ",302301,2,833
"West Point (PA)","PA",281992,2,113
"West Point Municipal","NE",975,0,23
"West Point Treatment Plant","WA","--",0,480
"West Receiving","IA",8,"--","--"
"West Spring Street","VA",449,1,9
"West Station (DE)","DE",910,0,1
"West Station (NJ)","NJ",3681,0,14
"West Tisbury Generating Facility","MA",841,1,17
"West Valley Generation Project","UT",295529,3,69
"WestRock (TX)","TX",277066,5152,2122
"WestRock Southeast, LLC.","GA",284779,2243,998
"WestRock-West Point Mill","VA",378595,5452,496
"Westbrook","MN",15,"--","--"
"Westbrook Energy Center Power Plant","ME",1266767,6,87
"Westend Facility","CA",114491,1,315
"Western Power & Steam Inc","CA",109194,1,294
"Westhollow Technology Center","TX",31750,0,86
"Weston","WI",3452504,11881,6493
"Westport","MD",338,0,1
"Westroads Shopping Center","NE",6847,1,159
"Westrock Hodge (LA)","LA",315978,2880,1571
"Westward Seafoods","AK",15067,21,296
"Wheatland Generating Facility","IN",1328,0,2
"Wheaton","WI",68777,23,236
"Wheelabrator Baltimore Refuse","MD",273658,25,1041
"Wheelabrator Bridgeport","CT",309675,28,1152
"Wheelabrator Claremont Facility","NH",29431,54,160
"Wheelabrator Concord Facility","NH",80333,7,305
"Wheelabrator Falls","PA",217989,20,830
"Wheelabrator Frackville Energy","PA",797203,262,257
"Wheelabrator Gloucester LP","NJ",74653,7,284
"Wheelabrator Hudson Energy","CA",2829,5,52
"Wheelabrator Hudson Falls","NY",69015,2,77
"Wheelabrator Lassen","CA",160085,1,448
"Wheelabrator Lisbon","CT",80464,7,301
"Wheelabrator Martell","CA","--",0,3
"Wheelabrator Millbury Facility","MA",201845,19,538
"Wheelabrator North Andover","MA",194029,17,391
"Wheelabrator North Broward","FL",320582,30,1241
"Wheelabrator Norwalk Energy","CA",64038,0,179
"Wheelabrator Portsmouth","VA",226614,21,1256
"Wheelabrator Ridge Energy","FL",46429,54,393
"Wheelabrator Saugus","MA",176533,16,673
"Wheelabrator Shasta","CA","--",85,541
"Wheelabrator South Broward","FL",329207,30,1253
"Wheelabrator Westchester","NY",281396,26,1071
"Whelan Energy Center","NE",590259,1952,950
"White Bluff","AR",10122052,35656,17251
"White Pine Electric Power","MI","--",0,19
"Whitehead","UT",21033,2,492
"Whitehorn","WA",414,0,1
"Whitewater Valley","IN",615373,11686,1399
"Whiting Clean Energy","IN",189572,1,22
"Whiting Mill","WI",126733,341,806
"Whiting Refinery","IN",92999,900,1155
"Whittemore","IA",15,"--","--"
"Widows Creek","AL",9459686,39958,22330
"Wilber","NE",110,0,2
"Wilbur East Power Plant","CA",186410,30,114
"Wilbur West Power Plant","CA",193895,31,118
"Wilkes","TX",930894,13,1087
"Wilkins Station","MA",51,0,1
"Will County","IL",3520743,8283,2574
"William Beaumont Hospital","MI",249,0,5
"William F Wyman Hybrid","ME",1047446,4325,1250
"Williams","SC",3213918,18151,7323
"Willmar","MN",81061,504,194
"Willow Glen","LA",591654,560,802
"Wilmarth","MN",94384,7,441
"Wilmot","MI",774,1,15
"Wilson","GA",11319,16,63
"Windom","MN",315,0,4
"Winnebago County Landfill Gas","WI",6,0,194
"Winnemucca","NV",986,0,3
"Winnetka","IL",1074,0,3
"Winston","FL",11962,17,240
"Winter","WI",20,"--","--"
"Winterset","IA",872,1,19
"Winyah","SC",7158590,32087,19638
"Wisconsin Rapids Pulp Mill","WI",340767,2302,1060
"Wisner","NE",22,"--","--"
"Wolf Hills Energy","VA",6593,0,8
"Wolf Hollow I LP","TX",466119,3,225
"Wolfskill Energy Center","CA",8535,0,1
"Wood River","IL",2952295,5624,1932
"Wood Road","MI","--",0,292
"Woodlake Sanitary Services","MN","--",0,308
"Woodland","CA",145758,1,9
"Woodland Biomass Power Ltd","CA",1426,2,43
"Woodland Landfill Gas Recovery","IL","--",0,156
"Woodland Pulp, LLC","ME",89206,1738,648
"Woodland Road","MA",413,0,2
"Woodsdale","OH",55216,0,58
"Woodward","OK",2,"--","--"
"Worthington Generation LLC","IN",21403,0,20
"Wrangell","AK",609,1,13
"Wright","MS",9,"--","--"
"Wyandotte","MI",364874,1292,494
"Wygen 1","WY",1043152,400,347
"Wyodak","WY",3214926,7085,4230
"Wythe Park Power 3 Richmond Plant","VA",313,1,6
"Wythe Park Power Petersburg Plant","VA",1518,6,24
"YKK USA Chestney","GA",130,0,3
"Yakutat","AK",4521,6,90
"Yankee Street","OH",88,0,0
"Yankton","SD",158,0,3
"Yates","GA",6196016,40763,9906
"Yates Gas Plant","TX",20977,0,59
"Yellowhammer Gas Plant","AL",1518,0,4
"Yellowstone Energy LP","MT",668666,1945,352
"York County Resource Recovery","PA",193903,18,812
"York Generation Company LLC","PA",49027,0,133
"Yorktown","VA",4210745,32481,7753
"Yuba City Cogen Partners","CA",69716,0,202
"Yuba City Energy Center","CA",9659,0,28
"Yucca","AZ",169370,1,107
"Yuma Axis","AZ",5215,7,28
"Yuma Cogeneration Associates","AZ",153020,1,411
"Zeeland","MI",3558,0,82
"Zeeland Generating Station","MI",168220,1,27
"Zion Energy Center","IL",47941,0,39
"Zorn","KY",35,"--","--"
"Zuni","CO",3974,0,51
,"AK",1079,2,22
,"NV",256495,1,685
,"PA","--",2,138
,"IN","--",0,64
,"AR",1453759,7,3911
,"PA",997,"--","--"
