"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2005&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:19:44 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Great Bend - Midwest Energy","KS",179,"--","--"
"Great Bend - Sunflower","KS",66361,0,172
"Greater Des Moines","IA",278772,1,20
"Greater Detroit Resource Recovery","MI",291978,25,1473
"Green Country Energy LLC","OK",1110004,6,339
"Green Knight Energy Center","PA","--",1,199
"Green Power 2","TX",1618165,55,118
"Green River","KY",768282,14441,1410
"Green Valley LFGTE","KY","--",0,203
"Greene County","AL",3652409,41374,6756
"Greene Valley Gas Recovery","IL","--",1,157
"Greenfield","IA",68,0,3
"Greenidge Generation LLC","NY",950246,13021,1895
"Greenleaf 1 Power Plant","CA",128810,2,691
"Greenleaf 2 Power Plant","CA",132082,0,2
"Greenport","NY",16,"--","--"
"Greens Bayou","TX",124797,1,53
"Greensburg","KS",396,0,15
"Greenville Electric Generating Station","OH",31751,0,23
"Greenville Steam","ME","--",24,166
"Greenwood (MI)","MI",562258,1941,548
"Greenwood (MO)","MO",40279,5,124
"Gregory Power Facility","TX",1635315,8,383
"Griffith Energy LLC","AZ",315599,2,40
"Grimes Way","WA",36,"--","--"
"Grinnell","IA",1350,"--","--"
"Grossmont Hospital","CA",12083,0,29
"Groveton Paper Board","NH",23936,0,74
"Grundy Center City Light Plant","IA",34,0,1
"Guadalupe Generating Station","TX",1798839,9,971
"Guadalupe Power Plant","CA","--",0,258
"Gude","MD","--",0,136
"H Allen Franklin Combined Cycle","AL",738108,4,132
"H B Robinson","SC",1104622,10026,2483
"H L Culbreath Bayside Power Station","FL",2930613,15,328
"H L Spurlock","KY",6700698,37818,9153
"H Power","HI",168257,17,807
"H Wilson Sundt Generating Station","AZ",986737,3369,2039
"HF Lee Plant","NC",2015278,13624,4902
"HL Power","CA","--",18,31
"HMDC Kingsland Landfill","NJ","--",0,121
"HMP&L Station Two Henderson","KY",1535119,4300,3363
"Haefling","KY",331,"--","--"
"Hagood","SC",9464,2,12
"Haines","AK",93,1,17
"Hal C Weaver Power Plant","TX",241470,1,556
"Halifax Electric","MA","--",0,126
"Hallam","NE",2491,2,13
"Hallock","IL",4691,1,8
"Halstad","MN",1,"--","--"
"Hamakua Energy Plant","HI",330462,30,1437
"Hamilton (OH)","OH",354142,1136,637
"Hamilton (PA)","PA",1655,4,14
"Hamilton Peaking","OH",1430,0,2
"Hammond","GA",4169368,35878,6123
"Hampton Facility","NH",19954,4,111
"Hana Substation","HI",30,0,1
"Hancock","MI",9798,0,8
"Handley","TX",576340,3,56
"Handsome Lake Energy LLC","PA",48780,0,35
"Hanford","CA",254861,41,163
"Hanford Energy Park Peaker","CA",18017,0,2
"Hanging Rock Energy Facility","OH",340746,2,58
"Hansel","FL",10824,0,85
"Harbor","CA",156835,1,30
"Harbor Beach","MI",388280,1832,978
"Harbor Cogen","CA",52943,0,145
"Hardee Power Station","FL",162156,0,4
"Hardeeville","SC",12,"--","--"
"Harding Street","IN",3430481,44771,4135
"Harford Waste to Energy Facility","MD",51967,4,11
"Harlan","IA",8,"--","--"
"Harlem River Yard","NY",64508,0,6
"Harllee Branch","GA",8899391,82114,18122
"Harquahala Generating Project","AZ",309137,2,19
"Harrington","TX",7456577,20433,12324
"Harris Lake","NY",177,0,5
"Harrison County Power Project","TX",39489,0,6
"Harrisonburg Power Plant","VA","--",0,5
"Harry Allen","NV",12207,0,9
"Hartford Hospital Cogeneration","CT",40272,1,65
"Hartwell Energy Facility","GA",93450,1,264
"Hartzog","WY",522,0,5
"Harvey Couch","AR",60458,0,102
"Harwood","ND",24,0,1
"Hatfields Ferry Power Station","PA",7982255,132107,15830
"Havana","IL",3193333,6764,686
"Haverhill Paperboard","MA",83069,40,14
"Hawaii Cogen","HI",45363,71,367
"Hawaiian Comm & Sugar Puunene Mill","HI",145776,561,815
"Hawk Road Facility","GA",5189,0,2
"Hawkeye Energy Greenport LLC","NY",38903,10,6
"Hawley","MN",3,"--","--"
"Hawthorn","MO",4139033,1943,1405
"Hay Road","DE",765463,31,831
"Hayden","CO",3607815,2623,7326
"Haynes","CA",1667666,9,84
"Hays Energy Project","TX",1366936,7,173
"Hazelton","PA",14476,"--","--"
"Healy","AK",312840,31,429
"Heber City","UT",9418,1,106
"Heber Geothermal","CA",8345,"--","--"
"Hebron","NE",1786,2,8
"Hell Gate","NY",75233,0,7
"Henderson","MS",74002,530,166
"Henderson I","KY",116861,2051,385
"Hendricks Regional Health","IN",28,0,1
"Hennepin Power Station","IL",2043806,4177,1204
"Henrietta Peaker","CA",7311,0,1
"Henry County","IN",65501,0,44
"Henry D King","FL",15111,0,10
"Henry Station","MI",728,0,3
"Herbert A Wagner","MD",3397708,22348,5323
"Herington","KS",599,1,8
"Hermiston Generating Plant","OR",1409645,7,167
"Hermiston Power Partnership","OR",1338017,7,179
"Hibbing","MN",160798,641,309
"Hidalgo Energy Center","TX",686819,3,1820
"Higgins","FL",49677,0,138
"Higgins Generating Station","NV",1152136,6,80
"Higginsville","MO",1786,0,3
"High Acres Gas Recovery","NY","--",0,306
"High Bridge","MN",1418386,3141,5295
"High Desert Power Plant","CA",1428413,7,113
"High Point, Fairfield","NC",101,0,4
"High Point, Jackson Lake","NC",101,0,4
"High Point, Pump Station Rd","NC",170,"--","--"
"High Sierra Limited","CA",160130,1,587
"High Street Station","MA",89,0,7
"Highland","IL",1406,0,4
"Highmore","SD",227,0,1
"Hill City","KS",1060,0,15
"Hillburn","NY",980,0,4
"Hillman Power LLC","MI",16490,351,89
"Hills","MN",10,"--","--"
"Hillsborough County Resource Recovery","FL",154238,14,576
"Hillsdale","MI",876,0,40
"Hilton Head","SC",3234,0,12
"Hinds Energy Facility","MS",341623,2,30
"Hines Energy Complex","FL",2290639,12,452
"Hoffer Plastics","IL",7120,"--","--"
"Hoffmann LaRoche","NJ",76753,1,81
"Hofstra University","NY",7300,2,129
"Hog Bayou Energy Center","AL",8468,0,2
"Hoge Lumber","OH","--",0,2
"Hoisington","KS",677,0,4
"Holcomb","KS",2703782,1608,4112
"Holden","MO",17067,0,5
"Holland Energy Facility","IL",342038,2,65
"Holly","CO",13,"--","--"
"Holly Street","TX",229490,1,230
"Holton","KS",2141,0,29
"Holtsville","NY",141162,191,697
"Homer City Generating Station","PA",12546149,119770,16562
"Honea Path","SC",28,0,0
"Honeywell Farms","NY",7267,0,151
"Honolulu","HI",189304,395,316
"Hoonah","AK",3594,5,71
"Hooper Bay","AK",1887,2,35
"Hoot Lake","MN",1030323,3076,1991
"Hoover Company","TX",75,0,6
"Hopewell Cogeneration","VA",361183,96,340
"Hopewell Mill","VA",164266,2358,827
"Hopkinton","IA",36,0,4
"Horry Land Fill Gas Site","SC","--",0,274
"Horseshoe Lake","OK",471336,4,848
"Hot Spring Generating Facility","AR",250734,1,34
"Houma","LA",39268,0,85
"Houston Chemical Complex Battleground","TX",858866,5,2573
"Houston Plant","TX",1775,0,5
"Howard Bend","MO",174,"--","--"
"Howard Down","NJ",121647,561,241
"Howard F Curren Advncd Wastewater Plant","FL","--",0,271
"Hudson Avenue","NY",3424,0,625
"Hugo","OK",3295532,9365,3680
"Hugoton 2","KS",1337,1,63
"Humboldt Bay","CA",307981,2,826
"Humboldt Sawmill Company","CA","--",82,577
"Hunlock Power Station","PA",400284,4111,409
"Hunter","UT",9779336,"--","--"
"Hunter","UT","--",5694,16546
"Hunterdon Cogen Facility","NJ",26507,3,69
"Hunters Point","CA",364516,2,106
"Hunterstown","PA",7310,3,33
"Hunterstown Power Plant","PA",295783,2,56
"Huntington","UT",6145180,"--","--"
"Huntington","UT","--",15751,9224
"Huntington Resource Recovery Facility","NY",140334,12,514
"Huron","SD",896,0,2
"Hutchinson Energy Center","KS",169074,1675,270
"Hutchinson Plant #1","MN",859,0,9
"Hutchinson Plant #2","MN",11089,0,52
"Hutsonville","IL",780279,9007,1453
"Hydaburg","AK",1117,1,20
"I 95 Landfill Phase II","VA","--",0,332
"I 95 Municipal Landfill Phase I","VA","--",0,343
"IMEA Flora","IL",219,0,1
"IMEA Highland","IL",320,0,1
"IMEA Waterloo","IL",177,0,2
"IP Springfield Oregon","OR",146057,1649,617
"ISG Weirton","WV",296913,887,441
"ITT Cogen Facility","IL",65,"--","--"
"IVEX Packaging","IL",27506,0,41
"Iatan","MO",4799592,17434,7573
"Imperial Savannah LP","GA",233412,1343,499
"Ina Road Water Pollution Control Fac","AZ",11369,"--","--"
"Indeck Corinth Energy Center","NY",413112,2,85
"Indeck Jonesboro Energy Center","ME",25,3,157
"Indeck Olean Energy Center","NY",68310,5,22
"Indeck Oswego Energy Center","NY",6745,0,8
"Indeck Silver Springs Energy Center","NY",354951,0,23
"Indeck West Enfield Energy Center","ME",32,3,156
"Indeck Yerkes Energy Center","NY",11778,0,14
"Independence (IA)","IA",1019,1,16
"Independence Steam Electric Station","AR",10096533,20288,11949
"Indian Orchard Plant 1","MA",115534,93,136
"Indian River","FL",605175,4368,1175
"Indian River Generating Station","DE",3625446,18793,6396
"Indian River Plant","FL",14220,0,8
"Indian Trails Cogen 1","IL",17430,0,97
"Indiana Harbor E 5 AC Station","IN",49840,28,847
"Indiana University of Pennsylvania","PA",81884,3,1757
"Indianola","IA",9528,2,6
"Indiantown Cogeneration LP","FL",2139923,868,828
"Indigo Energy Facility","CA",30060,0,8
"Industrial Park","IL",941,"--","--"
"Ingleside Cogeneration","TX",1180777,7,3568
"Ingredion Incorporated","IL",905308,17137,2193
"Ingredion Stockton","CA",18331,0,58
"Ingredion Winston Salem","NC",14714,24,77
"Inland Paperboard Packaging Rome","GA",587001,6151,2452
"Inner Harbor East Heating","MD",48872,"--","--"
"Intercession City","FL",618725,49,275
"Intermountain Power Project","UT",13293633,3261,22748
"International","AK",3805,0,24
"International Paper - Orange","TX",187220,516,875
"International Paper Co. - New Bern Mill","NC",171861,3291,180
"International Paper Courtland Mill","AL",79057,2471,13
"International Paper Eastover Facility","SC",415037,3360,170
"International Paper Franklin Mill","VA",968415,6905,512
"International Paper Georgetown Mill","SC",460516,6548,1736
"International Paper Louisiana Mill","LA",358911,3851,1106
"International Paper Pensacola","FL",267312,2839,907
"International Paper Pine Hill Mill","AL",296159,3449,1482
"International Paper Prattville Mill","AL",336374,0,520
"International Paper Riegelwood Mill","NC",322759,5172,31
"International Paper Riverdale Mill","AL",251528,2169,73
"International Paper Savanna Mill","GA",815157,6841,2408
"International Paper Texarkana Mill","TX",241041,1959,831
"International Paper Valliant OK","OK",498610,4345,1344
"Interstate","IL",17182,1,15
"Inver Hills","MN",87386,10,261
"Iola","KS",2758,0,27
"Iowa State University","IA",339366,2297,482
"Ironwood LLC","PA",293358,2,42
"Island Street Peaking Plant","WI",22804,"--","--"
"J B Sims","MI",448123,954,547
"J C McNeil","VT",1639,9,269
"J C Weadock","MI",1968402,10063,3264
"J D Kennedy","FL",41896,0,76
"J E Corette Plant","MT",1043032,2608,1502
"J H Campbell","MI",9279227,36866,15048
"J K Smith","KY",300545,3,667
"J K Spruce","TX",3978897,3417,3653
"J L Bates","TX",170376,1,319
"J M Stuart","OH",12798121,96367,22163
"J R Whiting","MI",2334197,9792,2974
"J Robert Massengale","TX",127559,1,51
"J Street","NE",288,0,1
"J T Deely","TX",6144375,19844,4176
"JCO Oxides Olefins Plant","TX",342050,1,435
"JM Shafer Generating Station","CO",390201,2,986
"JRW Associates LP","CA",11946,0,363
"Jack Fusco Energy Center","TX",1251096,6,150
"Jack McDonough","GA",3279472,25104,3959
"Jack Watson","MS",3487683,21070,10535
"Jackson (MO)","MO",29,0,1
"Jackson (OH)","OH",130,"--","--"
"Jackson Cntr Peaking","OH",48,0,2
"Jackson Generating Station","MI",119408,1,67
"Jackson Square","MO",185,0,1
"Jamaica Bay Peaking","NY",24257,12,63
"James De Young","MI",392992,793,348
"James E. Rogers Energy Complex","NC",3621911,25591,3617
"James H Miller Jr","AL",20964477,46084,18335
"James River Genco LLC","VA",1019365,6313,611
"James River Power Station","MO",1844902,3772,2902
"Jameson Gas Processing Plant","TX",7472,0,124
"Jamestown","ND",8503,9,36
"Janesville","MN",111,0,2
"Jarvis Street","AK",133,0,4
"Jasper","SC",677888,7,82
"Jasper 2","IN",32351,291,85
"Jefferies","SC",1926172,23200,4823
"Jeffrey Energy Center","KS",16211584,63108,29551
"Jesup Plant","GA",241105,6585,1870
"Jim Bridger","WY","--",19641,29185
"Jim Bridger","WY",15201178,"--","--"
"John B Rich Memorial Power Station","PA",863659,364,227
"John Deere Dubuque Works","IA",86768,1929,224
"John Deere Harvester Works","IL",62053,1831,174
"John E Amos","WV",16912812,101980,31407
"John Harmon Gen","GA",39,0,1
"John P Madgett","WI",2630279,7043,4174
"John R Kelly","FL",88528,0,13
"John S Rainey","SC",907200,6,145
"John Sevier","TN",4680625,27641,8728
"John Twitty Energy Center","MO",1353449,2910,2436
"Johnson","KS",612,1,35
"Johnson County","TX",225919,1,60
"Johnsonburg Mill","PA",384721,1729,271
"Johnsonville","TN",7972192,67680,16160
"Joliet 29","IL",5355168,13868,3302
"Joliet 9","IL",1763783,4404,4916
"Jones","TX",1289115,7,1174
"Jones Street","NE",1055,1,6
"Joppa Steam","IL",7972074,23554,5011
"Joseph J Seymour Power Project","NY",63287,0,5
"Junction","WI",2508,0,39
"Juneau","WI",1662,"--","--"
"Juniata Locomotive Shop","PA",56951,786,296
"KMS Crossroads","NJ",26235,0,1795
"Kahe","HI",2580827,6462,3691
"Kahoka","MO",334,5,79
"Kahului","HI",258069,2772,465
"Kake","AK",2002,3,43
"Kalaeloa Cogen Plant","HI",1017347,2635,5076
"Kalamazoo River Generating Station","MI",7542,0,4
"Kalkaska CT #1","MI",4187,0,3
"Kamin LLC Wrens Mine","GA",3382,"--","--"
"Kamin LLC Wrens Plant","GA",4044,"--","--"
"Kammer","WV",3730397,38623,10448
"Kanawha River","WV",1927622,11658,3268
"Kankakee Gas Recovery","IL","--",0,159
"Kanoelehua","HI",3275,3,24
"Kansas City International","MO",13,"--","--"
"Kansas State Univ Main Campus","KS",31556,0,1
"KapStone Kraft Paper Corp","NC",275372,0,387
"Kapaia Power Station","HI",127759,52,805
"Kapstone","SC",364234,0,654
"Kaukauna Paper Mill","WI",389083,9807,1234
"Kaweah Delta District Hospital","CA",15,"--","--"
"Keahole","HI",142626,122,544
"Kearny","CA",12757,1,103
"Kemper County","MS",94100,4,31
"Kendall County Generation Facility","IL",530281,3,109
"Kendall Square Station","MA","--",15,148
"Kendall Square Station","MA",679589,38,32
"Kenilworth Energy Facility","NJ",102126,2,104
"Kennecott Power Plant","UT",846952,0,3369
"Kennedy International Airport Cogen","NY",320985,3,101
"Kenneth C Coleman","KY",2882733,51540,4657
"Kennett","MO",2118,0,92
"Kent County Waste to Energy Facility","MI",85814,7,279
"Kentucky Mills","KY",23714,2965,852
"Kenyon Municipal","MN",164,0,1
"Kern Front Limited","CA",162232,1,546
"Kern River Cogeneration","CA",1529261,8,4159
"Kern River Eastridge Cogen","CA",212842,1,547
"Kern River Fee A Cogen","CA",33115,0,106
"Kern River Fee C Cogen","CA",31275,0,94
"Kettle Falls Generating Station","WA",4261,63,368
"Key City","MN",5073,0,7
"Keystone","PA",12043359,162177,12699
"Keystone Recovery","PA","--",0,647
"Kiamichi Energy Facility","OK",1668466,9,474
"Kiana","AK",1086,1,20
"Kickapoo","IL",17407,0,5
"Kiefer Landfill","CA","--",1,1034
"Killen Station","OH",4048637,17750,5413
"Kimball","NE",314,0,10
"Kimberly Mill","WI",316119,1658,586
"Kincaid Generation LLC","IL",6096942,15827,12977
"King City Peaking","CA",8212,0,31
"King City Power Plant","CA",361070,0,1
"Kingfisher","OK",65,0,3
"Kingman Municipal Power and Light Plant","KS",23214,1,734
"Kings Beach","CA",2196,1,12
"Kingsburg Cogen","CA",60575,0,209
"Kingston","TN",8955481,50991,12990
"Kinmundy","IL",760,"--","--"
"Kinmundy","IL",28316,0,15
"Kirksville","MO",17,"--","--"
"Kitty Hawk","NC",445,1,2
"Klamath Cogeneration Plant","OR",805462,4,106
"Klamath Expansion Project","OR",3572,0,1
"Klein Tools Chicago","IL",1,"--","--"
"Kline Township Cogen Facility","PA",425188,200,94
"Knox Lee","TX",343850,29,495
"Knoxville Industrial","IA",271,3,42
"Kodiak Microgrid","AK",7997,5,66
"Koppers Susquehanna Plant","PA","--",15,134
"Kotzebue Hybrid","AK",15819,20,288
"Kraft","GA",1273263,6030,3253
"Kyger Creek","OH",7259999,65707,16727
"Kyocera America Project","CA",13874,0,331
"Kyrene","AZ",338933,2,35
"L L Wilkins","MS",6815,0,15
"L V Sutton Steam","NC",3189792,19183,7511
"LSP-Cottage Grove LP","MN",368401,3,32
"LSP-Whitewater LP","WI",338081,2,47
"La Crosse","KS",127,0,2
"La Cygne","KS",9084499,25060,27492
"La Farge","WI",97,0,1
"La Junta","CO",866,"--","--"
"La Palma","TX",504476,2,812
"La Paloma Generating Plant","CA",1727164,10,110
"La Plata","MO",26,"--","--"
"La Porte","IA",34,0,7
"LaO Energy Systems","LA",1024215,8,3927
"Labadie","MO",18476150,50351,8644
"Ladysmith","VA",81997,6,45
"Lafayette Energy Partners LP","NJ","--",0,179
"Lagoon Creek","TN",217428,10,85
"Lake Catherine","AR",123685,1,185
"Lake Creek","TX",46881,0,101
"Lake Crystal","MN",315,0,2
"Lake Gas Recovery","IL","--",0,117
"Lake Hubbard","TX",384025,4,164
"Lake Mills","IA",244,0,15
"Lake One","CA",42206,0,7
"Lake Park","IA",46,"--","--"
"Lake Preston","SD",4754,2,8
"Lake Road (MO)","MO",692389,2371,2213
"Lake Road Generating Plant","CT",1067123,7,89
"Lakefield Junction","MN",223648,1,50
"Lakefield Utilities","MN",20,"--","--"
"Lakeside","IL",255479,6910,1085
"Lakeview Gas Recovery","PA","--",0,254
"Lakin Municipal","KS",1006,0,21
"Lamar Plant","CO",1956,"--","--"
"Lamar Power Project","TX",1580032,8,546
"Lambie Energy Center","CA",8229,0,1
"Lamoni Municipal Utilities","IA",119,0,6
"Lancaster County Resource Recovery","PA",168191,14,451
"Lanesboro","MN",103,0,3
"Lange Gas Turbines","SD",10130,0,5
"Lansing","IA",1704544,5226,3826
"Lansing Smith","FL",3088736,16796,5299
"Laramie River Station","WY",12950137,11882,18100
"Laredo","TX",398925,2,651
"Larkspur Energy Facility","CA",16695,0,4
"Larned","KS",1122,1,19
"Larsen Memorial","FL",66917,8,38
"Las Animas","CO",6,0,1
"Las Vegas Generating Station","NV",60993,3,35
"Lauderdale","FL",2331950,33,2166
"Laurel","NE",32,"--","--"
"Laurel Ridge LFGTE","KY","--",0,215
"Laurens","IA",11,"--","--"
"Lavalley Lumber LLC","ME","--",0,1
"Lawrence County Station","IN",65508,0,47
"Lawrence Energy Center","KS",3555905,3412,4673
"Lawrenceburg Power, LLC","IN",112899,1,25
"Leaf River Cellulose LLC","MS",11086,3008,1135
"Lebanon","OH",94,"--","--"
"Lebanon Methane Recovery","PA","--",0,148
"Lederle Laboratories","NY",161809,8,380
"Lee County Solid Waste Energy","FL",164725,16,649
"Lee Energy Facility","IL",64727,0,16
"Leland Olds","ND",5352965,43885,12028
"Lenox","IA",54,0,5
"Leon Creek","TX",163688,1,25
"Lewis & Clark","MT",371423,761,720
"Lewis Creek","TX",1127694,6,211
"Lexington","NC",69,"--","--"
"Lexington Health Center","NC",98,0,4
"Lexington Hickory Street","NC",99,0,4
"Liberty Electric Power Plant","PA",163721,1,25
"Lieberman","LA",85113,1,85
"Lignetics of Maine, LLC.","ME","--",0,4
"Lime Creek","IA",36590,107,61
"Limestone","TX",12631522,16123,10986
"Limon Generating Station","CO",14696,0,3
"Lincoln","KS",76,"--","--"
"Lincoln Combustion","NC",28073,7,27
"Lincoln Generating Facility","IL",39458,0,8
"Lincoln Paper & Tissue","ME",10454,916,202
"Linden Cogen Plant","NJ",2623998,12,405
"Litchfield","MN",379,0,3
"Little Company of Mary Hospital","IL",16264,0,43
"Little Gypsy","LA",1209931,116,2523
"Little Mountain","UT",85332,0,247
"Live Oak Limited","CA",162780,1,481
"Livingston Generating Facility","IL","--",0,254
"Livingston Generating Station","MI",18267,0,41
"Lockport Energy Associates LP","NY",556722,13,543
"Lodi","CA",2194,0,5
"Logan City","UT",906,0,6
"Logan Generating Plant","NJ",1564449,621,1144
"Logansport","IN",241488,2261,572
"Loma Linda University Cogen","CA",52365,0,115
"Lon Wright","NE",651128,1209,523
"Lone Star","TX",13796,0,25
"Longview Fibre","WA",167038,3228,1363
"Lordsburg Generating","NM","--",0,53
"Lordsburg Generating","NM",59449,"--","--"
"Los Angeles Refinery Wilmington","CA",25060,1,442
"Los Esteros Critical Energy Center","CA",143614,1,45
"Los Medanos Energy Center","CA",1405936,7,91
"Lost Hills Cogeneration Plant","CA",40966,0,106
"Lost Nation","NH",1213,2,4
"Lost Pines 1 Power Project","TX",1255183,6,182
"Louis Doc Bonin","LA",333901,2,670
"Louisa","IA",3897299,11182,4183
"Louisa Generation Facility","VA",130031,8,45
"Louisiana 1","LA","--",0,783
"Louisiana 1","LA","--",0,267
"Louisiana 1","LA",1244809,91,443
"Louisiana Sugar Refining","LA",106236,0,98
"Louisiana Tech University Power Plant","LA",38797,0,104
"Love Box","KS",7973,0,21
"Loveridge Road Power Plant","CA",186170,29,116
"Lovett","NY",1740949,8607,3419
"Low Moor","VA",2135,3,12
"Lowe Paper Simkins Industries","NJ",31406,42,18
"Lowell","MI",51,0,2
"Lowell Cogeneration Company LP","MA",1501,0,8
"Lowell Landfill","MA","--",0,46
"Lower Mount Bethel Energy","PA",311840,2,30
"Luke Mill","MD",987942,17384,3467
"Lumberton","NC",10301,59,21
"Lyon Development","MI","--",0,480
"Lyons","NE",19,"--","--"
"M C Dixon Lumber","AL","--",2,20
"M L Hibbard","MN",104745,293,634
"M Street Jet","MA",2690,1,1
"MEPI GT Facility","IL",12409,0,17
"MM Albany Energy","NY","--",0,175
"MM Cuyahoga Energy","OH","--",0,324
"MM Hartford Energy","CT","--",0,195
"MM Lopez Energy","CA","--",0,840
"MM Nashville","TN","--",0,106
"MM Prince William Energy","VA","--",0,147
"MM San Diego-Miramar","CA","--",0,656
"MM San Diego-North City","CA","--",0,447
"MM Taunton Energy","MA","--",0,178
"MM Tomoka Farms Energy","FL","--",0,245
"MM Tulare Energy","CA","--",0,218
"MM West Covina","CA","--",1,124
"MM Yolo Power","CA","--",0,215
"MMC Midsun LLC","CA",175,0,122
"MMSD Jones Island Wastewater","WI",85186,0,236
"MMSD South Shore Wastewater","WI",122,0,101
"MMWAC Resource Recovery Facility","ME",33059,79,238
"MNDOT Standby Generation","MN",67,"--","--"
"MPC Generating","GA",3567,0,5
"MPEA Energy Center","IL",12158,"--","--"
"MU Combined Heat and Power Plant","MO",324394,8634,658
"MVUT","CA",14040,0,33
"Maalaea","HI",650687,888,7290
"Mabelvale","AR",377,"--","--"
"MacArthur Waste to Energy Facility","NY",58636,6,352
"Macon","MO",259,"--","--"
"Macon Energy Center","MO",53744,0,238
"Maddox","NM",288496,1,383
"Madelia","MN",378,"--","--"
"Madison","OH",301507,1,83
"Madison Utilities","NE",667,2,24
"Magic Valley Generating Station","TX",1105698,6,305
"Magnet Cove","AR",182879,"--","--"
"Magnolia Power Plant","MS",563666,3,93
"Magnolia Power Project","CA",56506,0,477
"Maiden Finger Street","NC",93,0,4
"Main Street","MO",364,"--","--"
"Main Street (MI)","MI",13,"--","--"
"Maine Energy Recovery","ME",98086,8,480
"Maine Independence Station","ME",1007532,5,107
"Major Oak Power","TX",2802444,4973,2065
"Malaga Power LLC","CA",21889,"--","--"
"Malburg","CA",70094,0,5
"Malden","MO",205,"--","--"
"Mallard Lake Electric","IL","--",1,191
"Mallard Ridge Gas Recovery","WI","--",0,124
"Mammoth Pacific I","CA",990,"--","--"
"Mammoth Pacific II","CA",1931,"--","--"
"Manatee","FL",5853554,24060,6465
"Manchester Street","RI",448669,3,188
"Manchief Electric Generating Station","CO",48069,0,25
"Mandalay","CA",195359,1,8
"Mangum","OK",27,0,1
"Manistique","MI",712,"--","--"
"Manitowoc","WI",503943,2436,562
"Mansfield","MA",197,0,7
"Mansfield Mill","LA",528454,5781,2400
"Maple Lake","MN",267,"--","--"
"Maquoketa 1","IA",477,1,152
"Maquoketa 2","IA",165,1,16
"Marathon Electric","WI",135,0,1
"Marathon Generating Plant","FL",1684,2,24
"Marceline","MO",583,0,6
"March Point Cogeneration","WA",454709,3,1680
"Marcus Hook Energy LP","PA",432848,3,259
"Marcus Hook Refinery Cogen","PA",52150,0,31
"Marina Landfill Gas","CA","--",0,107
"Marion","IL",2182374,6542,4064
"Mars Snackfood US","IL",26883,0,70
"Mars Wrigley Confectionery US, LLC","NJ",41376,4,73
"Marsh Run Generation Facility","VA",145253,11,67
"Marshall (IL)","IL",1529,0,5
"Marshall (MI)","MI",738,0,25
"Marshall (MN)","MN",231,0,0
"Marshall (MO)","MO",62016,1818,193
"Marshall (NC)","NC",13144808,91210,15907
"Marshalltown","IA",48684,66,267
"Martin","FL",7720748,16198,6202
"Martin Drake","CO",2139837,8314,4485
"Martin Lake","TX",19418213,69519,14696
"Martinez Refining","CA",463735,2,1100
"Martinez Sulfuric Acid Regeneration Plt","CA",9196,34,23
"Mascoutah","IL",435,0,3
"Mass Inst Tech Cntrl Utilities/Cogen Plt","MA",140127,6,59
"Massena Energy Facility","NY",12266,0,4
"Masspower","MA",406921,1,118
"Mayo","NC",4790284,24563,5285
"McCartney","MO",26152,0,27
"McClain Energy Facility","OK",1054047,6,286
"McClellan (AR)","AR",142783,418,186
"McClellan (CA)","CA",3872,0,30
"McClure","CA",20357,11,77
"McCook","NE",1621,1,5
"McGrath","AK",153,3,49
"McGregor","IA",88,0,3
"McIntosh","GA",1064754,4846,2148
"McIntosh (AL)","AL",21612,0,39
"McIntosh Combined Cycle Facility","GA",988488,0,120
"McKay Bay Facility","FL",143227,13,523
"McKee Run","DE",106707,481,229
"McKittrick Cogen","CA",40999,0,99
"McKittrick Limited","CA",154876,1,478
"McLeansboro","IL",131,0,2
"McManus","GA",84509,1073,161
"McMeekin","SC",1595630,13088,2854
"McMinnville","TN",2294,"--","--"
"McPherson 2","KS",1898,0,1
"McPherson 3","KS",6799,0,10
"McWilliams","AL",426089,2,52
"Mead Coated Board","AL",121104,3734,71
"Meade","KS",2309,0,47
"Mecklenburg Power Station","VA",841151,596,1247
"Medford Operation","OR",103,8,74
"Medical Area Total Energy Plant","MA",321184,194,2363
"Medway","ME",197,0,6
"Melrose","MN",12,"--","--"
"Memphis","MO",168,"--","--"
"Memphis Hardwood Flooring","TN","--",1,8
"Menasha","WI","--",133,96
"Menominee Acquisition","MI",47462,"--","--"
"Meramec","MO",6147756,16342,7028
"Merck Rahway Power Plant","NJ",81116,1,45
"Merck Sharp & Dohme Cogen Facility","NJ",74313,1,139
"Meredosia","IL",1467582,10866,2222
"Meridian","MS",235,"--","--"
"Merl Parr","IA",94,"--","--"
"Merom","IN",6647344,18887,9111
"Merrimack","NH",2939049,30633,4565
"Mesquite Generating Station Block 2","AZ",2755724,13,191
"Metcalf Energy Center","CA",764963,4,80
"Metro Gas Recovery","WI","--",0,426
"Metro Methane Recovery Facility","IA","--",0,711
"Metro Wastewater Reclamation District","CO",8,0,122
"Mexico","MO",757,3,11
"Miami Dade County Resource Recovery Fac","FL",260967,28,663
"Miami Fort","OH",7219062,70383,13848
