"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2005&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:19:44 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Warrick","IN",4373063,75262,9870
"Washington","KS",98,0,3
"Washington County Cogeneration Facility","AL",418673,2,223
"Washington County Power LLC","GA",9271,0,3
"Washington Energy Facility","OH",124544,1,17
"Washington Island","WI",457,0,1
"Washington State University","WA",18369,30,72
"Wasson CO2 Removal Plant","TX",32031,0,150
"Waste Energy Services","MI","--",0,130
"Watchtower Educational Center","NY",1102,0,26
"Water Filter Plant #2","NC",111,0,2
"Water Street Station","MI",943,0,6
"Wateree","SC",4771293,34268,6070
"Waterford 1 & 2","LA",1298117,6406,1796
"Waterford Power, LLC","OH",109318,1,23
"Waterford Power, LLC","OH",771,"--","--"
"Waterloo","IL",1294,0,3
"Waterloo Lundquist","IA",288,3,48
"Waters River","MA",19440,0,53
"Waterside","NY",107691,2,232
"Waterside Power, LLC","CT",865,0,4
"Watertown Power Plant","SD",1210,2,10
"Watson Cogeneration","CA",1450544,468,6566
"Watsonville Power Plant","CA",73210,0,269
"Waukegan","IL",4783158,11045,4209
"Waupun Correctional Central Heating Plt","WI",24723,192,139
"Wausau Papers of New Hampshire","NH",78147,0,141
"Waverly Municipal Electric North Plant","IA",493,0,5
"Wayne County","NC",96374,71,407
"Wayne IC","NE",983,1,13
"Waynesboro Virginia Plant","VA",1129079,935,314
"Weatherford","TX",12,"--","--"
"Webb Forging","SC",61,"--","--"
"Webster City","IA",59,0,1
"Weir Cogen Plant","CA",6909,0,39
"Weleetka","OK",7313,0,7
"Wellesley College Central Utility Plant","MA",19922,0,388
"Wellington","OH",41,0,2
"Wellington 1","KS",578,0,1
"Wellington 2","KS",1110,0,3
"Wells IC","MN",663,0,2
"Welport Lease Project","CA",78120,0,55
"Welsh","TX",9985621,25802,9186
"Werner","NJ",13034,0,18
"West 14th Street","KS",349,"--","--"
"West 41st Street","OH",1428,0,6
"West Babylon","NY",3354,5,11
"West Bend","IA",76,0,2
"West Campus Cogeneration Facility","WI",88463,0,8
"West Coxsackie","NY",300,"--","--"
"West Fairbault","MN",714,0,2
"West Ford Flat Power Plant","CA",4678,"--","--"
"West Gardner","KS",40344,0,8
"West Group Data Center","MN",247,"--","--"
"West Group Data Center F","MN",303,0,1
"West Liberty","IA",645,1,7
"West Marinette","WI",130618,1,89
"West Marinette 34","WI",65197,0,67
"West Pharmaceutical Services","NC",235,0,1
"West Phoenix","AZ",999197,4,113
"West Point (PA)","PA",309002,5,120
"West Point Municipal","NE",634,0,13
"West Receiving","IA",7,"--","--"
"West Spring Street","VA",80,1,6
"West Station (DE)","DE",1102,0,5
"West Station (NJ)","NJ",13094,0,28
"West Tisbury Generating Facility","MA",783,0,2
"West Valley Generation Project","UT","--",0,3
"West Valley Generation Project","UT",193327,1,25
"WestRock (IL)","IL",22,0,1
"WestRock (TX)","TX",305055,4662,1692
"WestRock Southeast, LLC.","GA",444775,1826,1145
"WestRock-West Point Mill","VA",370212,6302,199
"Westbrook","MN",17,"--","--"
"Westbrook Energy Center Power Plant","ME",1325961,7,90
"Westend Facility","CA",119296,0,209
"Western Power & Steam Inc","CA",109248,1,391
"Westhollow Technology Center","TX",18202,"--","--"
"Weston","WI",3669775,12272,7384
"Westport","MD",1227,0,15
"Westroads Shopping Center","NE",9253,4,9326
"Westrock Hodge (LA)","LA",323816,2514,1739
"Westward Seafoods","AK",18909,25,371
"Westwood Generation LLC","PA",326603,331,356
"Weyerhaeuser Wright City Complex OK","OK","--",1,11
"Wheatland Generating Facility","IN",2788,0,2
"Wheatland Generating Facility","IN",7399,0,6
"Wheaton","WI",68507,37,263
"Wheelabrator Baltimore Refuse","MD",275375,24,1008
"Wheelabrator Bridgeport","CT",309452,28,1133
"Wheelabrator Claremont Facility","NH",31593,68,201
"Wheelabrator Concord Facility","NH",80984,7,296
"Wheelabrator Falls","PA",219532,20,805
"Wheelabrator Frackville Energy","PA",491438,284,281
"Wheelabrator Gloucester LP","NJ",79427,7,290
"Wheelabrator Hudson Falls","NY",73617,7,310
"Wheelabrator Lassen","CA",154631,1,431
"Wheelabrator Lisbon","CT",79229,7,295
"Wheelabrator Millbury Facility","MA",204725,18,525
"Wheelabrator North Andover","MA",189755,17,389
"Wheelabrator North Broward","FL",340818,30,1251
"Wheelabrator Norwalk Energy","CA",49714,0,146
"Wheelabrator Portsmouth","VA",303850,25,1471
"Wheelabrator Ridge Energy","FL",64592,52,339
"Wheelabrator Saugus","MA",189945,17,695
"Wheelabrator Shasta","CA","--",65,417
"Wheelabrator South Broward","FL",351648,31,1285
"Wheelabrator Westchester","NY",293725,26,1075
"Whelan Energy Center","NE",588248,2325,1001
"White Bluff","AR",9522308,31652,14753
"White Lake","NH",2230,1,10
"White Pine Electric Power","MI",188896,2015,407
"Whitehead","UT",6666,1,238
"Whitehorn","WA",808,4,30
"Whitewater Valley","IN",596402,10735,1014
"Whiting Clean Energy","IN",466991,3,46
"Whiting Mill","WI",124362,16,48
"Whiting Refinery","IN","--",4,345
"Whittemore","IA",0,"--","--"
"Wichita Plant","KS",134172,"--","--"
"Widows Creek","AL",9776571,31190,16470
"Wilber","NE",54,0,1
"Wilbur East Power Plant","CA",190399,30,121
"Wilbur West Power Plant","CA",189118,30,120
"Wilkes","TX",982820,17,1055
"Wilkins Station","MA",124,0,4
"Will County","IL",5351170,14687,7052
"William F Wyman Hybrid","ME",764839,3502,668
"Williams","SC",4232413,25458,6217
"Williams Ignacio Natural Gas Plant","CO",196791,0,41
"Williston","ND",19,"--","--"
"Willmar","MN",80099,500,194
"Willow Glen","LA",731887,1279,930
"Wilmarth","MN",88621,7,398
"Wilmot","MI",452,1,13
"Wilson","GA",5592,8,31
"Wilton","IA",63,0,5
"Windom","MN",266,"--","--"
"Winnebago County Landfill Gas","WI","--",0,226
"Winnemucca","NV",126,"--","--"
"Winnetka","IL",7259,0,15
"Winston","FL",5014,12,178
"Winter","WI",118,"--","--"
"Winterset","IA",152,0,14
"Winyah","SC",7357632,35765,6595
"Wisconsin Rapids Pulp Mill","WI",319057,2342,1032
"Wise County Power LLC","TX",1266125,7,205
"Wisner","NE",19,"--","--"
"Wolf Hills Energy","VA",60807,0,72
"Wolf Hollow I LP","TX",1383033,7,333
"Wolfskill Energy Center","CA",8570,0,1
"Wood River","IL",3135854,6565,2152
"Wood Road","MI","--",0,319
"Woodlake Sanitary Services","MN","--",0,145
"Woodland","CA",171331,1,21
"Woodland Biomass Power Ltd","CA",3651,2,57
"Woodland Landfill Gas Recovery","IL","--",0,176
"Woodland Pulp, LLC","ME",114015,1809,780
"Woodland Road","MA",1718,0,11
"Woodridge Greene Valley Treatment Plant","IL",1294,0,19
"Woodsdale","OH",51306,0,52
"Woodward","OK",153,"--","--"
"Worcester Energy","ME","--",1,17
"Works 4","TX",70,0,1
"Worthington","MN",84,"--","--"
"Worthington Generation LLC","IN",39439,0,30
"Wrangell","AK",560,1,12
"Wright","MS",22,"--","--"
"Wyandotte","MI",417799,1387,595
"Wygen 1","WY","--",488,509
"Wygen 1","WY",792469,"--","--"
"Wyodak","WY","--",7014,4487
"Wyodak","WY",3004427,"--","--"
"Wythe Park Power 3 Richmond Plant","VA",793,0,2
"Wythe Park Power Petersburg Plant","VA",1070,0,5
"YKK USA Chestney","GA",486,0,5
"Yakutat","AK",4734,6,84
"Yankee Street","OH",238,"--","--"
"Yankton","SD",692,"--","--"
"Yates","GA",6595883,60346,11072
"Yates Gas Plant","TX",19927,0,59
"Yazoo","MS",390,0,1
"Yellowhammer Gas Plant","AL",15890,0,39
"Yellowstone Energy LP","MT",746009,2309,1018
"York County Resource Recovery","PA",182793,17,792
"York Generation Company LLC","PA",11768,0,74
"Yorktown","VA",3405973,29170,6719
"Yuba City Cogen Partners","CA",45458,0,183
"Yuba City Energy Center","CA",16543,0,28
"Yucca","AZ",160531,2,88
"Yuma Cogeneration Associates","AZ",169747,1,460
"Zeeland","MI",2086,1,175
"Zeeland Generating Station","MI",284982,2,91
"Zion Energy Center","IL",20274,0,8
"Zuni","CO",2804,0,48
,"--","--",98074,7773
,"NV",632264,3,1495
,"--","--",1,19
,"--","--",0,84
