"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2002&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Tue Mar 17 2020 23:20:43 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Hawley","MN",3,"--","--"
"Hawthorn","MO",4043196,3404,2176
"Hay Road","DE",871442,9,531
"Hayden","CO",3691023,2602,7805
"Haynes","CA",1340259,7,200
"Hays Energy Project","TX",1029773,4,134
"Hazelton","PA",12732,0,6
"Healy","AK",350203,28,475
"Healy Lake","AK",143,0,3
"Heat Recovery Coke Facility","IN","--",5,1357
"Heber City","UT",5505,0,130
"Heber Geothermal","CA",7125,"--","--"
"Hebron","NE",1291,2,7
"Hell Gate","NY",149966,1,13
"Henderson","MS",42119,383,138
"Henderson I","KY",16446,347,36
"Hendricks Regional Health","IN",22,"--","--"
"Hennepin Power Station","IL",2153778,4347,3285
"Henrietta Peaker","CA",18193,0,185
"Henry County","IN",41265,0,28
"Henry D King","FL",44593,0,46
"Henry Station","MI",687,0,15
"Herbert A Wagner","MD",2824716,17049,5178
"Herington","KS",310,0,6
"Hermiston Generating Plant","OR",1250803,6,129
"Hermiston Power Partnership","OR","--",3,84
"Hewlett Packard Enterprise","GA",14,"--","--"
"Hibbing","MN",50424,316,211
"Hidalgo Energy Center","TX",776717,4,1977
"Higgins","FL",61412,0,172
"Higginsville","MO",290,0,1
"High Acres Gas Recovery","NY","--",0,285
"High Bridge","MN",1360226,3466,5253
"High Sierra Limited","CA",212499,1,595
"High Street Station","MA",1462,2,31
"Highland","IL",367,1,7
"Highmore","SD",113,0,2
"Hill City","KS",2320,0,55
"Hillburn","NY",2205,0,9
"Hillman Power LLC","MI",33718,411,94
"Hills","MN",6,"--","--"
"Hillsborough County Resource Recovery","FL",158000,16,571
"Hillsdale","MI",1885,0,44
"Hilton Head","SC",6016,9,33
"Hinds Energy Facility","MS",525222,2,107
"Hines Energy Complex","FL",1143354,6,373
"Hiram Clarke","TX",4355,0,12
"Hoffer Plastics","IL",10,"--","--"
"Hoffmann LaRoche","NJ",73051,0,199
"Hofstra University","NY",8963,2,201
"Hog Bayou Energy Center","AL",136892,"--","--"
"Hoge Lumber","OH","--",0,3
"Hoisington","KS",430,0,10
"Holcomb","KS",2431408,1514,3492
"Holden","MO",20217,2,12
"Holland Energy Facility","IL",120116,0,16
"Holly","CO",11,"--","--"
"Holly Street","TX",260020,1,266
"Holton","KS",1455,0,34
"Holtsville","NY",265007,0,704
"Homer City Generating Station","PA",11169134,95967,22829
"Honeywell Farms","NY",6682,0,153
"Honolulu","HI",117476,316,215
"Hoonah","AK",3205,5,64
"Hooper Bay","AK",1659,3,34
"Hoot Lake","MN",906274,2566,1666
"Hopewell Cogeneration","VA",243464,27,659
"Hopewell Mill","VA",198189,2412,850
"Hopkinton","IA",206,0,4
"Hopkinton Energy","NH",96,5,38
"Horry Land Fill Gas Site","NC","--",0,162
"Horseshoe Lake","OK",794951,48,1458
"Hospira Inc","NY",196,0,5
"Hot Spring Generating Facility","AR",398811,2,41
"Houma","LA",57267,0,160
"Houston Chemical Complex Battleground","TX",825983,5,2870
"Houston Plant","TX",13443,0,66
"Howard Bend","MO",1697,3,9
"Howard Down","NJ",71960,399,175
"Hudson Avenue","NY",6061,226,798
"Hugo","OK",3160530,7762,3476
"Hugoton 1","KS",6,"--","--"
"Hugoton 2","KS",11164,2,254
"Humboldt Bay","CA",274381,4,790
"Humboldt Sawmill Company","CA","--",71,501
"Hunlock Power Station","PA",419722,3057,421
"Hunter","UT",9326765,6374,18016
"Hunterdon Cogen Facility","NJ",25750,1,73
"Hunters Point","CA",260044,1,90
"Hunterstown","PA",15417,0,62
"Huntington","UT",5661687,12437,10145
"Huntington Resource Recovery Facility","NY",134116,14,502
"Huron","SD",358,0,5
"Hutchinson Energy Center","KS",121028,666,242
"Hutchinson Plant #1","MN",1456,1,31
"Hutchinson Plant #2","MN",19175,0,152
"Hutsonville","IL",495504,13567,1632
"I 95 Landfill Phase II","VA","--",0,306
"I 95 Municipal Landfill Phase I","VA","--",0,276
"IP Springfield Oregon","OR",180252,1465,667
"ISG Weirton","WV",196676,235,1113
"ITT Cogen Facility","IL",86,"--","--"
"IVEX Packaging","IL",15802,"--","--"
"Iatan","MO",3881836,13478,6891
"Imperial Savannah LP","GA",226059,1001,511
"Ina Road Water Pollution Control Fac","AZ",8298,0,110
"Indeck Corinth Energy Center","NY",232544,2,83
"Indeck Jonesboro Energy Center","ME","--",0,1
"Indeck Olean Energy Center","NY",52397,0,13
"Indeck Oswego Energy Center","NY",47932,0,49
"Indeck Pepperell Power Facility","MA",25900,"--","--"
"Indeck Silver Springs Energy Center","NY",140580,1,97
"Indeck West Enfield Energy Center","ME",67,3,143
"Indeck Yerkes Energy Center","NY",44473,0,45
"Independence (IA)","IA",627,1,12
"Independence Steam Electric Station","AR",10942620,22330,14801
"Indian Orchard Plant 1","MA",103561,161,198
"Indian River","FL",904612,4668,1634
"Indian River Generating Station","DE",2268071,18104,4081
"Indian River Plant","FL",66233,9,39
"Indian Trails Cogen 1","IL",14673,1,353
"Indiana Harbor E 5 AC Station","IN",26131,26,809
"Indiana University of Pennsylvania","PA",94514,3,2186
"Indianola","IA",3284,5,23
"Indiantown Cogeneration LP","FL",1960618,641,781
"Indigo Energy Facility","CA",45090,0,12
"Ingleside Cogeneration","TX",1291339,7,3694
"Ingredion Incorporated","IL",858765,11976,2739
"Ingredion Stockton","CA",20200,0,55
"Ingredion Winston Salem","NC",22021,158,373
"Inland Paperboard Packaging Rome","GA",587114,8269,2208
"Intercession City","FL",604102,161,317
"Intermountain Power Project","UT",12054169,3310,27448
"International","AK",2965,0,7
"International Paper - Orange","TX",219006,426,743
"International Paper Co. - New Bern Mill","NC",171755,3360,677
"International Paper Courtland Mill","AL",724462,2156,711
"International Paper Eastover Facility","SC",432320,3020,1993
"International Paper Erie Mill","PA",92872,"--","--"
"International Paper Franklin Mill","VA",2007912,7048,2670
"International Paper Georgetown Mill","SC",411607,5974,1761
"International Paper Lock Haven Mill","PA",65337,279,195
"International Paper Louisiana Mill","LA",192231,4009,1300
"International Paper Natchez Mill","MS",94549,1747,1272
"International Paper Pensacola","FL",155847,2811,947
"International Paper Pine Hill Mill","AL",177641,3047,1472
"International Paper Prattville Mill","AL",382956,4045,1614
"International Paper Riegelwood Mill","NC",538141,4783,1947
"International Paper Riverdale Mill","AL",385586,2414,1691
"International Paper Savanna Mill","GA",882800,6805,2307
"International Paper Texarkana Mill","TX",389418,794,844
"International Paper Valliant OK","OK",475814,3596,1284
"International Paper Vicksburg Mill","MS",166378,1533,896
"Interstate","IL",6571,0,12
"Interstate Paper LLC Riceboro","GA",62146,937,408
"Inver Hills","MN",49476,0,137
"Iola","KS",2016,0,43
"Iowa State University","IA",283749,1644,406
"Ironwood LLC","PA",591452,2,54
"J B Sims","MI",324839,376,497
"J C McNeil","VT",2261,5,209
"J C Weadock","MI",1967882,9195,3439
"J D Bassett Manufacturing","VA","--",1,10
"J D Kennedy","FL",150602,8,87
"J E Corette Plant","MT",1163975,2844,1545
"J H Campbell","MI",8038987,36587,14000
"J K Smith","KY",183008,2,238
"J K Spruce","TX",3789494,4338,3761
"J L Bates","TX",201986,1,1449
"J M Stuart","OH",13525259,106640,42428
"J R Whiting","MI",2150404,11826,3382
"J Robert Massengale","TX",117744,1,46
"J Street","NE",612,0,2
"J T Deely","TX",5739110,19517,5550
"JCO Oxides Olefins Plant","TX",379387,"--","--"
"JM Shafer Generating Station","CO",363880,2,1111
"JRW Associates LP","CA",20554,0,486
"Jack McDonough","GA",2955413,25395,4430
"Jack Watson","MS",4236157,22737,11470
"Jackson (MO)","MO",599,1,12
"Jackson (OH)","OH",774,1,15
"Jackson County Resource Recovery","MI",20605,40,109
"Jackson Generating Station","MI",180493,1,105
"Jackson Square","MO",366,1,2
"James De Young","MI",366241,1155,380
"James E. Rogers Energy Complex","NC",2493985,20046,3296
"James H Miller Jr","AL",20755745,40052,25433
"James River Genco LLC","VA",765192,4567,1229
"James River Power Station","MO",1715670,4276,4159
"Jameson Gas Processing Plant","TX",5821,0,138
"Jamestown","ND",1412,2,7
"Janesville","MN",28,0,1
"Jarvis Street","AK",761,1,15
"Jasper 2","IN",90503,702,232
"Jefferies","SC",1857732,21610,4421
"Jeffrey Energy Center","KS",16279860,61127,28396
"Jesup Plant","GA",318428,6486,1727
"Jim Bridger","WY",14614181,18223,27800
"John B Rich Memorial Power Station","PA",573465,351,176
"John Deere Dubuque Works","IA",104725,1928,261
"John Deere Harvester Works","IL",68618,1966,184
"John E Amos","WV",16167213,97631,39463
"John H Warden","MI",5149,0,12
"John Harmon Gen","GA",119,0,2
"John P Madgett","WI",2321881,6795,4187
"John R Kelly","FL",156931,1,32
"John S Rainey","SC",917833,5,205
"John Sevier","TN",4313634,32194,9263
"John Twitty Energy Center","MO",1229095,3075,2424
"Johnson","KS",1565,0,36
"Johnson County","TX",617509,3,161
"Johnsonburg Mill","PA",331444,5130,408
"Johnsonville","TN",8122159,98696,21694
"Joliet 29","IL",5521643,18746,3456
"Joliet 9","IL",1298579,4136,2324
"Jones","TX",1141717,6,1729
"Jones Street","NE",1608,2,9
"Joppa Steam","IL",8095427,20982,5259
"Junction","WI",1268,0,29
"Juniata Locomotive Shop","PA",49094,731,284
"KGen Enterprise LLC","MS",16121,0,6
"KMS Crossroads","NJ",34225,"--","--"
"KMS Joliet Power Partners LP","IL","--",0,114
"Kahe","HI",2512537,6300,3590
"Kahoka","MO",318,0,6
"Kahului","HI",262109,2601,475
"Kake","AK",3167,5,63
"Kalaeloa Cogen Plant","HI",928214,"--","--"
"Kalamazoo River Generating Station","MI",846,"--","--"
"Kamin LLC Wrens Mine","GA",17,"--","--"
"Kamin LLC Wrens Plant","GA",13952,0,42
"Kammer","WV",3742194,35468,11951
"Kanawha River","WV",2352784,14390,5596
"Kankakee Gas Recovery","IL","--",0,147
"Kannapolis Energy Partners","NC",201958,1668,445
"Kanoelehua","HI",4574,7,82
"Kansas City International","MO",767,0,2
"Kansas State Univ Main Campus","KS",5514,0,13
"KapStone Kraft Paper Corp","NC",397151,303,807
"Kapaa Hawaii","HI","--",0,11
"Kapstone","SC","--",250,1220
"Kaukauna Diesels","WI",235,0,5
"Kaukauna Paper Mill","WI",539489,9756,1285
"Kaw","KS",5780,0,13
"Kaweah Delta District Hospital","CA",4442,"--","--"
"Keahole","HI",119057,181,1012
"Kearny","CA",8993,0,24
"Kendall County Generation Facility","IL",404878,2,95
"Kendall Square Station","MA",217074,51,675
"Kenilworth Energy Facility","NJ",132198,0,94
"Kennedy International Airport Cogen","NY",273340,2,95
"Kenneth C Coleman","KY",2870878,44478,6213
"Kennett","MO",6113,0,142
"Kent County Waste to Energy Facility","MI",81571,8,276
"Kentucky Mills","KY",18576,2784,784
"Kern Front Limited","CA",212324,1,595
"Kern River Cogeneration","CA",1658132,8,4131
"Kern River Eastridge Cogen","CA",229692,1,480
"Kern River Fee A Cogen","CA",43825,0,119
"Kern River Fee B Cogen","CA",11657,0,32
"Kern River Fee C Cogen","CA",41518,0,113
"Kettle Falls Generating Station","WA",4879,55,325
"Key City","MN",4558,0,13
"Keystone","PA",11686884,136641,16514
"Kiana","AK",1310,2,27
"Kiefer Landfill","CA","--",1,1310
"Killen Station","OH",3199942,17839,7198
"Kimball","NE",10,"--","--"
"Kimberly Mill","WI",313439,1920,590
"Kincaid Generation LLC","IL",5704725,16026,18965
"King City Peaking","CA",7677,0,21
"King City Power Plant","CA",432401,0,9
"King Cove","AK",6168,10,130
"Kingfisher","OK",91,0,2
"Kingman Municipal Power and Light Plant","KS",25256,2,592
"Kings Beach","CA",371,1,7
"Kingsburg Cogen","CA",108465,1,268
"Kingston","TN",9085961,70372,23664
"Kinmundy","IL",23538,0,13
"Kinsleys Landfill","NJ","--",0,10
"Kirksville","MO",95,"--","--"
"Kitty Hawk","NC",60,"--","--"
"Klamath Cogeneration Plant","OR",923361,5,116
"Kline Township Cogen Facility","PA",582550,16,116
"Knox Lee","TX",362990,2,503
"Kodiak Microgrid","AK",2375,4,47
"Koppers Susquehanna Plant","PA","--",15,129
"Kotzebue Hybrid","AK",14812,23,295
"Kraft","GA",1215982,6522,3031
"Kyger Creek","OH",6312082,67542,22968
"Kyocera America Project","CA",12508,0,292
"Kyrene","AZ",311137,3,263
"L L Wilkins","MS",29648,6,85
"L V Sutton Steam","NC",2656456,18929,8171
"LFG Energy","NY","--",0,215
"LSP-Cottage Grove LP","MN",208789,2,24
"LSP-Whitewater LP","WI",294042,2,50
"La Crosse","KS",38,0,1
"La Cygne","KS",9935541,23590,34854
"La Farge","WI",30,0,1
"La Junta","CO",182,0,4
"La Palma","TX",338807,1,570
"La Porte","IA",348,1,7
"LaO Energy Systems","LA",2731746,4,2140
"Labadie","MO",14506742,43192,7094
"Lafayette Energy Partners LP","NJ","--",0,144
"Laidlaw Energy & Environmental","NY",21122,0,49
"Lake (WY)","WY",555,1,11
"Lake Catherine","AR",682100,4,1424
"Lake Creek","TX",189376,1,508
"Lake Crystal","MN",57,0,1
"Lake Gas Recovery","IL","--",0,110
"Lake Hubbard","TX",967229,38,559
"Lake Mills","IA",350,0,7
"Lake Park","IA",2,"--","--"
"Lake Preston","SD",266,0,1
"Lake Road (MO)","MO",851428,2575,3057
"Lake Road Generating Plant","CT",1443220,10,82
"Lakefield Junction","MN",80606,1,27
"Lakefield Utilities","MN",15,"--","--"
"Lakeside","IL",232547,6541,1102
"Lakeview Gas Recovery","PA","--",0,281
"Lamar Plant","CO",43714,0,102
"Lamar Power Project","TX",2155656,10,539
"Lamoni Municipal Utilities","IA",168,0,3
"Lancaster County Resource Recovery","PA",150761,16,461
"Lanesboro","MN",21,"--","--"
"Lansing","IA",1884317,3981,3016
"Lansing Smith","FL",2574596,10673,4283
"Laramie River Station","WY",12722538,10100,17200
"Laredo","TX",299846,2,435
"Larkspur Energy Facility","CA",25571,0,5
"Larned","KS",6162,0,36
"Larsen Memorial","FL",189313,243,156
"Las Animas","CO",149,0,3
"Las Vegas","NM",388,1,2
"Las Vegas Generating Station","NV",86824,0,244
"Lauderdale","FL",2857862,14,2646
"Laurel","NE",31,0,1
"Laurens","IA",17,"--","--"
"Lawrence Energy Center","KS",4145957,7030,5680
"Leaf River Cellulose LLC","MS","--",2822,950
"Lebanon","OH",68,"--","--"
"Lebanon Methane Recovery","PA","--",0,77
"Lederle Laboratories","NY",162946,1,516
"Lee County Solid Waste Energy","FL",167423,17,634
"Lee Energy Facility","IL",30455,0,10
"Leland Olds","ND",5029353,43000,12488
"Lemon Creek","AK",7148,11,108
"Lenox","IA",61,0,1
"Lewes","DE",121,0,2
"Lewis & Clark","MT",366302,708,722
"Lewis Creek","TX",1302653,7,2004
"Liberty Electric Power Plant","PA",508834,2,62
"Lieberman","LA",78636,0,104
"Lignetics of Maine, LLC.","ME","--",2,18
"Lihue Plantation Ltd","HI",24696,44,46
"Lime Creek","IA",5522,19,12
"Limestone","TX",9410606,27977,12481
"Limon Generating Station","CO",38744,0,10
"Lincoln","KS",220,0,5
"Lincoln Combustion","NC",76615,13,70
"Lincoln Generating Facility","IL",63328,0,13
"Lincoln Paper & Tissue","ME",19419,986,328
"Linden Cogen Plant","NJ",2482565,3,454
"Lisburne Production Center","AK",139498,"--","--"
"Litchfield","MN",145,0,4
"Little Company of Mary Hospital","IL",15846,0,44
"Little Gypsy","LA",1292017,8,3612
"Little Mountain","UT",73963,0,206
"Live Oak Limited","CA",182407,1,507
"Livingston Generating Facility","IL","--",1,379
"Livingston Generating Station","MI",2498,0,5
"Lockport Energy Associates LP","NY",634322,0,727
"Lodi","CA",18819,0,52
"Logan City","UT",5865,0,16
"Logan Generating Plant","NJ",1175582,514,797
"Logansport","IN",242613,1981,562
"Loma Linda University Cogen","CA",43282,"--","--"
"Lombard","IL",379,0,1
"Lon C Hill","TX",134920,1,180
"Lon Wright","NE",483416,887,373
"Lone Star","TX",6046,0,10
"Long Beach Generation LLC","CA",68558,0,190
"Longview Fibre","WA",322867,2281,1436
"Los Angeles Cold Storage","CA",517,0,12
"Los Angeles Refinery Wilmington","CA",198837,"--","--"
"Los Medanos Energy Center","CA",1977222,7,3254
"Lost Hills Cogeneration Plant","CA",27631,0,73
"Lost Nation","NH",1185,2,5
"Lost Pines 1 Power Project","TX",1237430,6,185
"Louis Doc Bonin","LA",254541,1,597
"Louisa","IA",4940181,14425,7865
"Louisiana 1","LA",1503863,58,1490
"Louisiana Sugar Refining","LA",94590,0,209
"Louisiana Tech University Power Plant","LA",46029,0,106
"Love Box","KS",5114,0,42
"Loveridge Road Power Plant","CA",195251,27,112
"Lovett","NY",1653265,7239,3164
"Low Moor","VA",91,0,0
"Lowe Paper Simkins Industries","NJ",29640,50,64
"Lowell","MI",14,"--","--"
"Lowell Cogeneration Company LP","MA",4021,0,6
"Lowell Landfill","MA","--",0,70
"Lowland","TN",451057,4615,883
"Luke Mill","MD",350591,16734,3502
"Lumberton","NC",133680,1764,1013
"Lyon Development","MI","--",0,471
"Lyons","NE",19,"--","--"
"M C Dixon Lumber","AL","--",8,69
"M L Hibbard","MN","--",120,368
"M Street Jet","MA",2719,8,4
"MEPI GT Facility","IL",18577,0,21
"MM Albany Energy","NY","--",0,125
"MM Cuyahoga Energy","OH","--",0,275
"MM Hartford Energy","CT","--",0,213
"MM Lopez Energy","CA","--",0,655
"MM Nashville","TN","--",0,123
"MM Prince William Energy","VA","--",0,150
"MM San Diego-Miramar","CA","--",0,783
"MM San Diego-North City","CA","--",0,485
"MM Taunton Energy","MA","--",0,187
"MM Tomoka Farms Energy","FL","--",0,181
"MM Tulare Energy","CA","--",0,188
"MM Yolo Power","CA","--",0,269
"MMSD Jones Island Wastewater","WI",78374,1,218
"MMSD South Shore Wastewater","WI",45,0,122
"MMWAC Resource Recovery Facility","ME",28711,55,147
"MPC Generating","GA",27751,1,26
"MPEA Energy Center","IL",151,"--","--"
"MU Combined Heat and Power Plant","MO",289275,8871,630
"MVUT","CA",13365,0,37
"Maalaea","HI",1144271,1755,12907
"Mabelvale","AR",3,"--","--"
"MacArthur Waste to Energy Facility","NY",59448,7,342
"Macon","MO",11,"--","--"
"Maddox","NM",263044,1,383
"Madelia","MN",121,0,3
"Madison","NE",222,0,5
"Madison","OH",123467,1,44
"Magic Valley Generating Station","TX",1155529,5,245
"Magnolia","CA",1183,"--","--"
"Main Street","MO",15,"--","--"
"Main Street (MI)","MI",7,"--","--"
"Maine Energy Recovery","ME",97729,9,471
"Maine Independence Station","ME",1391306,7,126
"Major Oak Power","TX",478312,"--","--"
"Major Oak Power","TX",2125810,4656,2186
"Malden","MO",126,0,3
"Mallard Lake Electric","IL",34138,2,175
"Mallard Ridge Gas Recovery","PA","--",0,130
"Mammoth Pacific I","CA",1148,"--","--"
"Mammoth Pacific II","CA",2081,"--","--"
"Manatee","FL",4985549,29666,7485
"Manchester Street","RI",919484,5,261
"Manchief Electric Generating Station","CO",504247,2,213
"Mandalay","CA",515726,3,25
"Mangum","OK",399,1,8
"Manistique","MI",57,0,1
"Manitowoc","WI",397258,2816,574
"Mansfield Mill","LA",420662,1866,2260
"Maple Lake","MN",540,1,3
"Maquoketa 1","IA",1236,1,27
"Maquoketa 2","IA",560,1,11
"Marathon Electric","WI",92,0,2
"Marathon Generating Plant","FL",1472,2,29
"March Point Cogeneration","WA",486301,4,1752
"Marina Landfill Gas","CA","--",0,93
"Marion","IL",1293476,8160,6081
"Mars Snackfood US","IL",28190,0,77
"Mars Wrigley Confectionery US, LLC","NJ",7211,0,11
"Marshall (IL)","IL",206,0,4
"Marshall (MI)","MI",812,0,19
"Marshall (MN)","MN",103,0,1
"Marshall (MO)","MO",64819,1327,173
"Marshall (NC)","NC",12244955,74626,17391
"Marshall Energy Facility","KY",20741,3,37
"Marshalltown","IA",12369,19,68
"Martin","FL",6667547,13890,6636
"Martin Drake","CO",1852720,7738,3815
"Martin Lake","TX",16422360,60237,16750
"Martinez Refining","CA",374934,2,891
"Martinez Sulfuric Acid Regeneration Plt","CA",2000,0,10
"Mary Ann Gas Plant","AL",3301,"--","--"
"Mascoutah","IL",62,0,1
"Mason Steam","ME",4900,8,4
"Mass Inst Tech Cntrl Utilities/Cogen Plt","MA",100345,2,37
"Massena Energy Facility","NY",20465,0,6
"Masspower","MA",688752,1,203
"Mayo","NC",4450154,24866,8809
"McCartney","MO",15212,0,12
"McClain Energy Facility","OK",545448,3,156
"McClellan (AR)","AR",114002,400,253
"McClellan (CA)","CA",13510,0,37
"McClure","CA",23507,8,78
"McCook","NE",1191,2,7
"McCracken Power Plant","OH",109048,277,333
"McGrath","AK",2325,4,46
"McGregor","IA",38,0,1
"McIntosh","GA",1157714,6390,3794
"McIntosh (AL)","AL",39324,0,43
"McKay Bay Facility","FL",135541,14,511
"McKee Run","DE",126622,635,346
"McKittrick Cogen","CA",60676,0,155
"McKittrick Limited","CA",187700,1,522
"McLeansboro","IL",357,0,8
"McManus","GA",87154,522,51
"McMeekin","SC",1096112,8908,2316
"McPherson 2","KS",4170,0,1
"McPherson 3","KS",6125,0,10
"McWilliams","AL",778488,4,139
"Mead Coated Board","AL",347149,3512,2366
"Mead Rumford Cogen","ME",134269,13,114
"Meade","KS",2598,0,59
"Mecklenburg Power Station","VA",739608,282,841
"Medical Area Total Energy Plant","MA",234733,18,1124
"Medway","ME",267,0,5
"Melrose","MN",91,0,2
"Memphis","MO",24,0,0
"Memphis Hardwood Flooring","TN","--",1,8
"Menasha","WI",13114,71,30
"Menominee Acquisition","MI",54263,563,298
"Meramec","MO",4653202,14920,8545
"Merck Rahway Power Plant","NJ",113466,3,145
"Merck Sharp & Dohme Cogen Facility","NJ",53736,0,137
"Meredosia","IL",1217822,22814,3462
"Merl Parr","IA",500,0,1
"Merom","IN",6395099,11654,13003
"Merrimac Paper","MA",18985,53,16
"Merrimack","NH",2697000,27812,3490
"Merritt Square Mall","FL",10427,0,242
"Metro Gas Recovery","WI","--",0,456
"Metro Methane Recovery Facility","IA","--",0,649
"Metro Wastewater Reclamation District","CO","--",0,208
"Mexico","MO",861,1,5
"Miami Dade County Resource Recovery Fac","FL",293911,27,730
"Miami Fort","OH",7256760,77746,16276
"Miami Wabash","IN",624,1,12
"Michigan City","IN",2575600,8326,8979
"Michigan Power LP","MI",576449,"--","--"
"Michoud","LA",1490404,39,5050
"Mickleton Station","NJ",11727,0,62
"Mid-Georgia Cogeneration Facility","GA",165458,1,46
"Mid-Set Cogeneration","CA",219376,1,585
"Middle Station","NJ",11021,0,55
"Middletown","CT",395409,655,691
"Midkiff Plant","TX",9593,0,227
"Midland Cogeneration Venture","MI",3945292,20,10709
"Midlothian Energy Facility","TX",2371067,12,349
"Midulla Generating Station","FL",941110,12,622
"Midway Sunset Cogen","CA",1224556,5,2609
"Miki Basin","HI",20507,31,408
"Milagro Cogeneration Plant","NM",307628,2,88
"Milam Gas Recovery","IL","--",0,225
"Miles City GT","MT",1533,0,4
"Milford","IA",218,0,4
"Milford Power LP","NJ",2732,0,2
"Milford Power LP","MA",227230,1,73
"Mill Creek (KY)","KY",8961200,20474,13251
"Mill Creek (SC)","SC",7977,0,0
"Millennium Power","MA",972363,5,101
"Millinocket Mill","ME",287774,4325,714
"Mills Pride","OH","--",4,36
"Milton L Kapp","IA",1276099,3720,846
"Milton R Young","ND",5734670,25914,20725
"Milwaukee County","WI",40295,777,289
"Minden","LA",9886,0,23
"Mingo Junction Energy Center","OH",51857,12,293
"Minneapolis City of","KS",1705,1,38
"Minnesota River","MN",9228,0,12
"Minnesota Valley","MN",83,2,1
"Minnesota Wood Products","MN","--",18,53
"Miramar","CA",3378,0,9
"Mississippi Baptist Medical Center","MS",21483,0,58
"Missouri Avenue","NJ",6769,0,33
"Missouri City","MO",34724,1112,82
"Missouri River Wastewater Treatment","NE",41,0,130
"Mistersky","MI",197564,2,380
"Mitchell (GA)","GA",584788,4143,1712
"Mitchell (WV)","WV",8326165,50811,26847
"Moberly","MO",1055,2,5
"Mobile Energy Services LLC","AL",304214,66,979
"Mobile Unit","SD",2,"--","--"
"Model City Energy Facility","NY","--",0,582
"Modern Landfill Production Plant","PA","--",0,336
"Mohave","NV",8231011,36602,18386
"Mojave Cogen","CA",198741,1,543
"Moline","IL",361,0,1
"Moll Industries Seagrove Division","NC",88,0,2
"Mon Valley Works","PA",8867,17,191
"Mondelez Global LLC","IL",1304,0,4
"Monmouth Landfill Gas to Energy","NJ","--",1,142
"Monroe (MI)","MI",14858179,83375,37761
"Monroe (MO)","MO",143,0,3
"Monroe Livingston Gas Recovery","NY","--",0,222
"Montauk","NY",2643,4,53
"Monterey One Water","CA",2471,0,169
"Montezuma","IA",403,0,9
"Montgomery","MN",337,1,2
"Montgomery County Resource Recovery","MD",267163,26,536
"Monticello","TX",15571633,78308,14443
"Montpelier Electric Generating Station","IN",58859,0,42
"Montrose","MO",2880788,14358,5068
"Montville Station","CT",272357,826,378
"Monument","OH",23,0,0
"Moore County","TX",11645,0,17
"Mooreland","OK",118771,1,188
"Moorhead","MN",47,"--","--"
"Moose Lake","MN",19,"--","--"
"Mora","MN",216,0,4
"Moreau","MO",1442,2,8
"Morehead","NC",98,"--","--"
"Morgan City","LA",50180,0,52
"Morgan Creek","TX",633865,3,2641
"Morgantown Energy Facility","WV",555758,1031,565
"Morgantown Generating Plant","MD",6762395,63815,17066
"Morris Cogeneration LLC","IL",379550,2,1076
"Morris Genco LLC","IL","--",0,229
"Morton Salt Grand Saline","TX",26225,0,63
"Morton Salt Rittman","OH",165505,2077,988
"Mosaic Co Greenbay","FL","--",0,86
"Moselle","MS",308915,2,717
"Moser Generating Station","PA",7670,12,31
"Mosinee Mill","WI",127931,3858,1023
"Motiva Enterprises Port Arthur Refinery","TX",492729,3,722
"Mount Tom","MA",912931,4791,1787
"Mountain","PA",9753,0,32
"Mountain Creek","TX",653847,109,669
"Mountain Lake","MN",38,0,1
"Mountain Village","AK",1964,3,40
"Mountaineer","WV",7905275,39212,11713
"Mt Lassen Power","CA","--",11,62
"Mt Pleasant","IA",1522,2,31
"Mt Poso Cogeneration","CA",488999,32,300
"Mt Storm","WV",11425005,21201,36156
"Mulberry Cogeneration Facility","FL",170864,1,40
"Mullen","NE",16,"--","--"
"Multitrade Rabun Gap, LLC","GA","--",18,158
"Multitrade of Pittsylvania LP","VA","--",52,256
"Mulvane Power Plant","KS",326,0,8
"Municipal Cogen Plant","CA",6069,0,143
"Municipal Light","AR",86,0,2
"Murphy-Brown LLC","NC",111,0,2
"Murray Gill","KS",118790,713,263
"Murray Turbine","UT",38830,0,107
"Muscatine Plant #1","IA",1617151,2822,4020
"Muskingum River","OH",7559299,104804,24802
"Muskogee","OK",10496305,24968,16097
"Muskogee Mill","OK",942853,3867,1619
"Mustang","OK",578510,3,2203
"Mustang Station","TX",1158591,6,329
"Myrtle Beach","SC",5190,7,24
"Mystic Generating Station","MA",1281108,4539,1331
"NAEA Lakewood LLC","NJ",202453,"--","--"
"NAFTA Region Olefins Complex Cogen Fac","TX",427400,"--","--"
"NRG Energy San Diego","CA",1130,0,26
"NRG Ilion LP","NY",52111,0,30
"NRG Norwalk Harbor","CT",238999,670,302
"NRG Rockford I","IL",59566,0,26
"NRG Sterlington Power","LA",5350,0,4
"NSB Anaktuvuk Pass","AK",2913,5,59
"NSB Atqasuk Utility","AK",2605,4,53
"NSB Kaktovik Utility","AK",2903,5,59
