"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2002&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Tue Mar 17 2020 23:20:43 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Shawnee","KY",8803098,32276,18199
"Shawnee (PA)","PA",875,1,4
"Shawville","PA",3279297,34678,5927
"Sheepskin","WI",2388,0,7
"Shelbina Power #1","MO",14,"--","--"
"Shelbina Power #2","MO",21,"--","--"
"Shelbina Power #3","MO",4,"--","--"
"Shelby Municipal Light Plant","OH",147441,3763,346
"Shelby, NC","NC",249,"--","--"
"Sheldon","NE",1532269,5102,7113
"Shell Deer Park","TX",1370474,7,2422
"Shenandoah","IA",993,2,20
"Sherburne County","MN",14977716,24260,23848
"Sherman Avenue","NJ",23745,0,13
"Sherman Hospital","IL",48,0,1
"Sherwood H Smith Jr Energy Complex","NC",714834,11,307
"Shipman","HI",25277,248,46
"Shiras","MI",345797,215,204
"Shishmaref","AK",1269,2,26
"Shoemaker","NY",2867,0,9
"Shoreham","NY",13627,21,75
"Shoreham Energy LLC","NY",3140,1,4
"Shrewsbury","MA",536,1,10
"Sibley","MO",2994575,10709,10425
"Sibley No Two","IA",43,0,1
"Sibley One","IA",385,0,8
"Sidney (NE)","NE",271,0,6
"Sidney (OH)","OH",22,"--","--"
"Sierra Pacific Anderson Facility","CA","--",8,67
"Sierra Pacific Burney Facility","CA","--",19,165
"Sierra Pacific Lincoln Facility","CA","--",16,109
"Sierra Pacific Loyalton Facility","CA","--",13,78
"Sierra Pacific Quincy Facility","CA","--",32,247
"Sierra Pacific Sonora","CA","--",10,88
"Sierra Pacific Susanville","CA","--",16,141
"Sierra Power","CA","--",10,85
"Signal Hill Generating LLC","TX",63595,0,168
"Sikeston Power Station","MO",1822460,5657,2000
"Silas Ray","TX",16534,0,10
"Silver Bay Power","MN",933102,1974,1640
"Silver Lake","MN",136728,801,203
"Sim Gideon","TX",743889,4,816
"Simplot Leasing Don Plant","ID","--",0,29
"Simplot Phosphates","WY",3555,0,11
"Sinclair Oil Refinery","WY",9883,3,7
"Sioux","MO",6099537,41692,12782
"Sithe Independence Station","NY",1682509,4,248
"Sixth Street","IA",350229,1773,1821
"Skagway","AK",217,0,4
"Sleepy Eye","MN",78,0,2
"Slocum","MI",105,0,2
"Smarr Energy Center","GA",76577,0,9
"Smart Papers LLC","OH",228989,1444,272
"Smith Island","VA",259,0,5
"Smith Street","FL",229,0,5
"Smithfield Farmland Corp Bladen","NC",622,1,12
"Smithtown Energy Partners LP","NY","--",0,39
"Smurfit Newsprint","CA",102759,1,279
"Smurfit Stone Los Angeles Mill","CA",20400,0,36
"Snake River","AK",18221,28,363
"Snider Industries","TX","--",10,84
"Snowbird Power Plant","UT",8245,0,191
"Soda Lake Geothermal No I II","NV",1976,"--","--"
"Solano County Cogen Plant","CA",4387,0,94
"Solon Diesel","WI",7,"--","--"
"Somerset Operating Co LLC","NY",4887904,3764,7015
"Somerset Plant","ME",393358,4308,1422
"Somerset Station","MA",768210,3991,1317
"Sonoco Products","PA",75195,1033,410
"Sonoma California Geothermal","CA",8504,"--","--"
"Sonoma Central Landfill Phase I","CA","--",0,315
"Sonoma Central Landfill Phase II","CA","--",0,314
"Sooner","OK",6873549,16686,11185
"South Barrington Electric","IL","--",0,163
"South Belridge Cogeneration Facility","CA",256668,1,582
"South Cairo","NY",3334,5,19
"South District Wastewater Treatment Plt","FL","--",0,259
"South Fond Du Lac","WI",34290,0,38
"South Georgia Medical Center","GA",173,0,3
"South Glens Falls Energy LLC","NY",82192,1,84
"South Hampton","NY",3067,5,17
"South Main Street","IL",164,0,4
"South Meadow","CT",6482,0,25
"South Norwalk Electric","CT",14,"--","--"
"South Oak Creek","WI",6208036,11674,5929
"South Oaks Hospital","NY",5032,2,126
"South Plant","IA",775,1,15
"South Point Energy Center","AZ",1241665,6,88
"Southampton Power Station","VA","--",92,739
"Southaven Energy Facility","MS",18847,0,18
"Southbridge Energy Center LLC","MA",21523,0,489
"Southeast Chicago Energy Project","IL",3843,0,7
"Southeast Kern River Cogen","CA",146679,1,398
"Southeast Missouri State University","MO",634,"--","--"
"Southeast Resource Recovery","CA",180875,22,815
"Southern Minnesota Beet Sugar","MN",296914,693,1836
"Southold","NY",7272,11,40
"Southside Water Reclamation Plant","NM",2973,0,339
"Southwark","PA",1407,2,8
"Southwest Texas State University","TX",12602,2,291
"Southwestern","OK",487564,3,2603
"Southwestern Bell Telephone","MO",48,0,1
"Sowega Power","GA",19042,0,15
"Spadra Landfill Gas to Energy","CA","--",1,45
"Spalding","NE",33,0,1
"Sparks Regional Medical Center","AR",1016,0,22
"Spartanburg Water System","SC",22,"--","--"
"Specialty Minerals","MA",19851,24,401
"Spencer","TX",32588,2,23
"Spencer Gas Turbine","IA",198,0,1
"Spirit Mound","SD",1270,2,7
"Spokane Waste to Energy","WA",111300,12,435
"Spring Creek Energy Center","OK",43654,0,122
"Spring Valley","MN",252,0,5
"Springdale 1 & 2","PA",34987,0,21
"Springerville","AZ",5879515,18019,11405
"Springfield (MN)","MN",45,0,1
"Springfield Power LLC","NH","--",27,150
"Spruance Operating Services LLC","VA",1640123,494,1997
"St Albans","VT",31,0,1
"St Bonifacius","MN",1586,2,9
"St Clair","MI",6937306,42205,12300
"St Cloud","FL",1862,1,41
"St Francis","KS",132,0,3
"St Francis Energy Facility","MO",98334,1,34
"St Francisville Mill","LA","--",1376,189
"St George Red Rock","UT",7547,12,150
"St John","KS",144,0,3
"St Johns River Power Park","FL",8925100,18967,22376
"St Johns Riverside Hospital","NY",1524,0,36
"St Josephs Hospital","FL",2594,0,61
"St Louis","MI",14,"--","--"
"St Marys","OH",66817,1426,157
"St Marys Hospital","NY",4024,0,11
"St Marys IC","AK",2117,3,44
"St Nicholas Cogen Project","PA",945790,629,327
"St Vincents Medical Center","FL",3,"--","--"
"Stafford","KS",16,"--","--"
"Stallings","IL",1441,0,4
"Stanberry","MO",2,"--","--"
"Standby Generation Plant","FL",534,0,13
"Stanton","ND",1467968,9092,2811
"Stanton Energy Center","FL",5559789,6967,8022
"Starrett City Cogen Facility","NY",86047,57,324
"Starwood Hotels Resorts","NY",1280,0,30
"State Center","IA",418,0,9
"State Farm","IL",81,0,2
"State Farm Insur Support Center Central","TX",262,0,4
"State Farm Support Center East","GA",76,0,1
"State Line Combined Cycle","MO",552657,3,132
"State Line Energy","IN",3002543,7659,6478
"State-Fuel Level Increment","--","--",118073,94969
"State-Fuel Level Increment","--","--",37647,16754
"State-Fuel Level Increment","--","--",353,617
"State-Fuel Level Increment","--","--",18067,10670
"State-Fuel Level Increment","--","--",267,742
"State-Fuel Level Increment","--","--",361104,266104
"State-Fuel Level Increment","--","--",67521,45746
"Station H","MO",1010,0,3
"Station I","MO",1267,2,7
"Steamboat 1A Power Plant","NV",428,"--","--"
"Steamboat Hills LP","NV",2613,"--","--"
"Steamboat II","NV",3111,"--","--"
"Steamboat III","NV",3034,"--","--"
"Stennis Space Center High Pres","MS",520,1,10
"Sterling","KS",377,0,9
"Sterling Avenue","IL",389,0,1
"Sterling Power Plant","NY",29841,"--","--"
"Sterlington","LA",583810,4,1826
"Stevens Point Mill","WI",86604,0,207
"Stillwater Facility","NV",1299,"--","--"
"Stingray Facility","LA",5764,0,16
"Stock Island","FL",847,1,17
"Stock Island","FL",9943,15,55
"Stock Island D1","FL",7433,12,150
"Stockton","KS",73,0,2
"Stockton Biomass","CA",369804,103,198
"Stockton Cogen","CA",539659,41,276
"Stone Container Missoula Mill","MT",62443,1513,789
"Stone Container Ontonagon Mill","MI","--",1985,187
"Stony Brook","MA",363924,182,400
"Stony Brook Cogen Plant","NY",205866,2,148
"Story City","IA",538,1,11
"Stowe Power Production Plant","PA","--",0,86
"Straits","MI",1398,0,4
"Streator Energy Partners LLC","IL","--",0,75
"Streeter Station","IA",49321,525,231
"Stryker","OH",268,0,1
"Stryker Creek","TX",512019,40,623
"Stuart (IA)","IA",2,"--","--"
"Stuart (NE)","NE",40,0,1
"Sturgis City Diesel Plant","MI",124,0,3
"Suffolk Energy Partners LP","VA","--",0,274
"Sugar Creek Power","IN",11505,0,8
"Sullivan (IL)","IL",360,0,8
"Sumas Power Plant","WA",368774,2,958
"Summit Lake","IA",17174,0,47
"Summit Property Pharmaceutical","NJ",16487,0,46
"Sumner","IA",43,0,1
"Sumpter","MI",90643,0,19
"Sumpter Energy Associates","MI",5375,0,868
"Sun Peak Generating Station","NV",79605,0,219
"Sun Trust Plaza","GA",51,0,1
"Sunbury Generation LP","PA",2085855,22876,4909
"Sundance","AZ",34802,0,6
"Sunnyside Cogen Associates","UT",512649,656,649
"Sunnyside Cogen Partners","CA",10735,0,246
"Sunoco Eagle Point Refinery","NJ","--",1,251
"Sunray 2","CA",521,0,4
"Sunray 3","CA",10016,0,17
"Sunrise","NV",210779,1,772
"Sunrise Power LLC","CA",185390,"--","--"
"Superior","MI",505,1,3
"Sutherland","IA",1066636,3380,3402
"Sutherland IC","NE",183,0,4
"Sutter Energy Center","CA",1383265,7,96
"Suwannee River","FL",535473,3591,775
"Sweatt","MS",25837,0,36
"Sweeny Cogen Facility","TX",1814449,11,1469
"Swift Creek Chemical Complex","FL",7898,"--","--"
"Sycamore (IA)","IA",19050,0,52
"Sycamore (WI)","WI",3272,0,10
"Sycamore Cogeneration","CA",1702096,7,3815
"Syl Laskin","MN",763863,1458,2005
"Syracuse # 2","NE",146,0,3
"Syracuse Energy","NY",600833,3098,1147
"T B Simon Power Plant","MI",575461,2748,610
"T H Wharton","TX",909542,0,109
"TES Filer City Station","MI",313091,263,892
"TMC LLC","FL","--",2,20
"TRW Radio Systems","CA",4248,"--","--"
"TXI Riverside Cement Power House","CA",744207,12854,1390
"TXU Sweetwater Generating Plant","TX",281200,1,334
"Tacoma Landfill Gas Utilization Project","WA","--",0,123
"Taconite Harbor Energy Center","MN",985827,2259,1797
"Taft 26C Cogen","CA",114060,1,296
"Taft Cogeneration Facility","LA",68875,1,37
"Tait Electric Generating Station","OH",59693,0,11
"Tajiguas Plant","CA","--",0,287
"Talbot County Energy","GA",119026,1,21
"TalenEnergy Martin Creek LLC Allentown","PA",3100,1,12
"TalenEnergy Martins Creek","PA",2461827,20004,4665
"TalenEnergy Martins Creek LLC Fishbach","PA",1158,2,6
"TalenEnergy Martins Creek LLC Harrisburg","PA",8483,8,30
"TalenEnergy Martins Creek LLC Harwood","PA",1422,2,5
"TalenEnergy Martins Creek LLC Jenkins","PA",1787,3,7
"TalenEnergy Martins Creek LLC Lock Haven","PA",545,1,3
"TalenEnergy Martins Creek LLC West Shore","PA",1680,3,9
"TalenEnergy Martins Creek LLC Williamsport","PA",1546,2,6
"TalenEnergy Montour","PA",8296434,101103,11212
"Tamarack Energy Partnership","ID","--",11,96
"Tangier","VA",417,1,8
"Tanner Street Generation","MA",13625,0,9
"Tanners Creek","IN",5302140,56728,15907
"Tasley","VA",7945,12,44
"Tate & Lyle Decatur Plant Cogen","IL",697842,11172,1015
"Taylor Energy Partners LP","PA","--",0,73
"Tazewell Gas Recovery","IL","--",0,222
"Teche","LA",469664,2,822
"Tecumseh","NE",84,0,2
"Tecumseh Energy Center","KS",1643458,6539,3091
"Telogia Power","FL","--",20,177
"Tenaska Frontier Generation Station","TX",1586647,9,486
"Tenaska Gateway Generating Station","TX",1698722,7,364
"Tenaska Georgia Generation Facility","GA",163824,6,57
"Tenaska Lindsay Hill Generating Station","AL",526624,8,56
"Tenet Hospital","TX",101,0,2
"Tennessee Eastman Operations","TN",3804949,18945,2591
"Terra-Gen Dixie Valley","NV",12622,"--","--"
"Tesoro Hawaii","HI",124805,734,635
"Tesoro Kenai Cogeneration Plant","AK",51712,0,145
"Tesoro Mandan Cogeneration Plant","ND",40668,88,355
"Tesoro Wilmington Calciner","CA",481250,52939,5791
"Texas City Plant Union Carbide","TX",300504,"--","--"
"Texas City Power Plant","TX",1420007,6,3249
"Texas Petrochemicals","TX",609057,5,2033
"The American Sugar Refining Co Brooklyn","NY",56370,11,127
"The Mosaic Company, Plant City Facility","FL","--",0,91
"Theodore Cogen Facility","AL",566803,3,39
"Thermal Energy Development Part LP","CA","--",1,125
"Thermo Greeley","CO",104035,0,236
"Thermo Power & Electric","CO",262270,1,668
"Thetford","MI",3703,0,10
"Thief River Falls","MN",30,0,1
"Thiele Kaolin Reedy Creek","GA",3,"--","--"
"Thiele Kaolin Sandersville","GA",154,"--","--"
"Thomas A Smith Energy Facility","GA",327334,2,100
"Thomas C Ferguson","TX",403400,2,585
"Thomas Fitzhugh","AR",19701,155,67
"Thomas Hill","MO",6874693,13808,16580
"Thomson Reuters Campus Bldg A-D","MN",416,1,8
"Thornridge High School","IL",1060,0,25
"Thornwood High School","IL",1826,0,43
"Ticona Polymers Inc","TX",182489,1,297
"Ticonderoga Mill","NY",364478,1306,399
"Tiger Bay","FL",563615,9,522
"Tillamook Lumber","OR","--",1,6
"Tillotson Rubber","NH",2037,16,39
"Tilton","IL",84097,0,67
"Tipton","IA",262,0,5
"Titus","PA",1183114,12556,1628
"Tiverton Power Plant","RI",640980,3,32
"Togiak","AK",1759,3,36
"Tok","AK",8126,12,162
"Toledo Ref Power Recovery Train","OH","--",0,27
"Tolk","TX",7397235,22566,10990
"Tolna","PA",10798,0,45
"Tom G Smith","FL",85659,3,80
"Torrance Refining Company, LLC","CA",916562,"--","--"
"Torrington Terminal","CT",337,0,2
"Tower","MI",3151,5,30
"Toyon Power Station","CA",1441,0,118
"Tracy","NV",843688,20,1445
"Tradinghouse","TX",1732513,8,4851
"Traer Main","IA",240,0,5
"Traer South","IA",172,0,3
"Transalta Centralia Generation","WA",9619676,17266,14035
"Trenton Channel","MI",4278885,27371,5304
"Trenton Diesel","MO",52,0,1
"Tri Center Naniwa Energy","NV",33823,0,10
"Tri Cities","AZ","--",0,233
"Trimble County","KY",3621804,7595,4730
"Trinidad (CO)","CO",550,0,13
"Trinidad (TX)","TX",143203,1,230
"Tropicana Products Bradent","FL",143861,1,384
"Troy Energy LLC","OH",27060,3,17
"Truman","MN",43,0,1
"Tucumcari","NM",142,0,3
"Tulsa","OK",139705,1,397
"Tunnel","CT",988,0,1
"Turkey Point","FL",2042815,8287,5682
"Turnkey Landfill Gas Recovery","NH","--",1,463
"Tuscola Station","IL",372898,7926,1032
"Twin Bridges LFGTE","IN","--",0,285
"Two Harbors","MN",28,0,1
"Ty Cooke","TX",82132,0,111
"Tyrone","KY",307623,2326,610
"U S Alliance Coosa Pines","AL",585059,7840,1471
"UCLA So Campus Cogen Project","CA",170097,1,304
"US Agri-Chemicals Fort Meade","FL","--",0,52
"US Borax","CA",226246,1,619
"US DOE Savannah River Site (D Area)","SC",338668,4000,868
"US Gypsum Oakfield","NY",18286,0,49
"UW Madison Charter Street Plant","WI",428620,"--","--"
"Ubly","MI",69,0,1
"Unalaska Power Module","AK",1381,2,28
"Uncasville Mill","CT",73369,"--","--"
"Unifi Kinston LLC","NC",90928,609,164
"Union Carbide Seadrift Cogen","TX",628202,1,293
"Union Carbide South Charleston","WV",251025,4000,1284
"Union County Resource Recovery","NJ",216944,22,808
"Unionville","MO",54,"--","--"
"Unionville City of","MO",65,0,1
"Unisea G 2","AK",14091,22,506
"United Cogen","CA",131949,1,304
"Univ New Mexico Cogen Plant","NM",10639,0,29
"Univ of Calif Santa Cruz Cogeneration","CA",233,0,5
"Univ of Massachusetts Medical Center","MA",45575,"--","--"
"Univ of NC Chapel Hill Cogen Facility","NC",281643,10,200
"Univ of Oregon Central Power Station","OR",19519,"--","--"
"Univ of San Francisco Cogen","CA",6807,0,166
"University Park North","IL",34810,0,9
"University Park South","IL",18858,0,29
"University of Alaska Fairbanks","AK",97274,169,408
"University of Arizona - Biosphere 2","AZ",411,0,9
"University of California","CA",12920,0,39
"University of Colorado","CO",6485,0,12
"University of Florida","FL",193976,1,101
"University of Illinois Abbott Power Plt","IL",178757,63,448
"University of Illinois Cogen Facility","IL",145201,1,2060
"University of Iowa Main Power Plant","IA",289556,1753,466
"University of Michigan","MI",189497,1,467
"University of Northern Iowa","IA",80090,2175,436
"University of Notre Dame","IN",45043,3023,399
"University of Oklahoma","OK",15009,1,110
"University of Tennessee Steam Plant","TN",6442,0,18
"University of Texas at Dallas","TX",1353,0,31
"University of Texas at San Antonio","TX",1856,0,42
"University of Washington Power Plant","WA",75398,0,175
"Upper Rock Energy Partners LLC","IL","--",0,234
"Urquhart","SC",994567,4999,1079
"Utility Plants Section","AK",307316,488,579
"V H Braunig","TX",447226,5,711
"VMEA 1 Credit Gen","VA",2085,3,41
"VMEA Peaking Gen","VA",783,1,16
"Vaagen Brothers Lumber","WA","--",3,31
"Valdez","AK",1796,3,35
"Valdez Cogen","AK",26061,128,110
"Valencia","AZ",2681,3,13
"Valero Energy Port Arthur Refinery","TX",706390,7,1721
"Valero Refinery Cogeneration Unit 1","CA",42369,0,116
"Valero Refinery Corpus Christi East","TX",275375,1,766
"Valero Refinery Corpus Christi West","TX",315938,4301,468
"Valero Refining Texas City","TX",270691,1,743
"Valero Refining Texas Houston","TX",172236,1,474
"Valley (CA)","CA",44158,0,24
"Valley (TX)","TX",831109,26,1975
"Valley (WI)","WI",1681407,13323,2976
"Valley Road","NV",51,0,1
"Valmont","CO",1184135,3435,1866
"Valmont Combustion Turbine Project","CO",11692,"--","--"
"Van Sant Station","DE",8379,6,12
"Vanderbilt University Power Plant","TN",138666,707,368
"Vandolah Power Station","FL",91818,40,22
"Velcro USA","NH",17401,2,63
"Venice","IL",35153,0,72
"Venice Resources Gas Recovery","MI","--",0,172
"Vergennes 9","VT",299,0,6
"Vermilion","IL",1166168,14984,2011
"Vermillion Energy Facility","IN",83458,0,22
"Vernon","CA",373,0,3
"Vernon Boulevard","NY",87173,0,8
"Vero Beach Municipal Power Plant","FL",112024,30,80
"Versailles Mill","CT",102271,0,243
"Verso Paper Quinnesec Mich Mill","MI",22176,2071,560
"Vestaburg","MI",3031,1,25
"Veterans Home of California","CA",4232,0,98
"Viaduct","MO",200,"--","--"
"Vicinity Energy Trenton, L.P.","NJ",76118,6,1782
"Victor J Daniel Jr","MS",7293389,24682,9408
"Victoria","TX",89607,0,143
"Victoria Texas Plant","TX",386972,1,619
"Vienna Operations","MD",154559,1334,288
"Viking Energy of Lincoln","MI",11180,329,147
"Viking Energy of McBain","MI",11033,344,156
"Viking Energy of Northumberland","PA",763,29,201
"Village Creek Water Reclamation Facility","TX",6639,0,55
"Vineland Cogeneration Plant","NJ",36978,1,5
"Vinton","IA",1301,1,29
"Virginia","MN",158173,422,302
"Voss Lantz","MI",4432,0,103
"Voss Taylor","MI",4395,0,102
"Vulcan-BN Geothermal Power Company","CA",8088,"--","--"
"W A Parish","TX",19480202,56089,14939
"W B Tuttle","TX",33564,0,59
"W E Swoope","FL",34,0,1
"W H Hill","HI",228271,2281,411
"W H Weatherspoon","NC",853348,7148,2956
"W H Zimmer","OH",8715972,19497,19020
"W N Clark","CO",358589,1498,838
"W S Lee","SC",945845,6745,1505
"WFEC GenCo LLC","OK",59150,0,161
"WPS Power Niagara","NY",180623,428,163
"Wabash River","IN",4757992,56155,10032
"Wadham Energy LP","CA",379,7,110
"Wading River","NY",254513,0,236
"Wadsworth","OH",415,1,8
"Wahoo","NE",1829,0,42
"Waiau","HI",1120371,2509,1637
"Waimea","HI",6569,10,130
"Wakefield","NE",169,0,4
"Walhalla","ND",1897,"--","--"
"Wallingford Energy","CT",91050,0,22
"Walnut","CA",1510,0,4
"Walter C Beckjord","OH",6716696,63441,16998
"Walter Scott Jr Energy Center","IA",5836802,18377,12207
"Walton County Power LLC","GA",29136,0,13
"Walton Discover Power Facility","AL",6633,0,19
"Wansley","GA",9633911,66769,18446
"Wansley Combined Cycle","GA",927360,5,2506
"Warbasse Cogen Facility","NY",50630,1,142
"Warm Springs Forest Products","OR","--",1,5
"Warner Lambert","MI",17437,0,49
"Warren","MN",7,"--","--"
"Warren","PA",212795,1767,668
"Warren Lumber Mill","AR","--",18,93
"Warren Peaking Power Facility","MS",5689,"--","--"
"Warrick","IN",5012614,89610,15921
"Wasatch Energy Systems Energy Recovery","UT",59768,48,126
"Washington","KS",371,0,8
"Washington County Cogeneration Facility","AL",410756,2,235
"Washington Energy Facility","OH",221670,1,15
"Washington Island","WI",160,0,3
"Washington State University","WA",60251,"--","--"
"Wasson CO2 Removal Plant","TX",78769,"--","--"
"Waste Energy Services","MI","--",0,119
"Watchtower Educational Center","NY",2645,0,60
"Water Filter Plant #2","NC",184,0,4
"Water Street Station","MI",247,0,6
"Wateree","SC",3844310,33002,8510
"Waterford 1 & 2","LA",1005566,45,1698
"Waterloo","IL",300,0,3
"Waterloo Lundquist","IA",854,1,17
"Waters River","MA",8162,0,3
"Waterside","NY",310236,10,738
"Waterside","KY",47,"--","--"
"Watertown Power Plant","SD",657,1,4
"Watson Cogeneration","CA",1413702,10,3585
"Watsonville Power Plant","CA",127840,1,266
"Waukegan","IL",4039017,9781,4486
"Waupun Correctional Central Heating Plt","WI",23066,58,24
"Wausau Papers of New Hampshire","NH",33893,0,94
"Waverly Municipal Electric North Plant","IA",867,1,19
"Wayne","PA",3682,5,18
"Wayne County","NC",126817,110,543
"Wayne IC","NE",1041,2,20
"Waynesboro Virginia Plant","VA",130554,707,210
"Weatherford","TX",8,"--","--"
"Webster","SD",19,"--","--"
"Webster","TX",77468,0,85
"Webster City","IA",251,0,1
"Weir Cogen Plant","CA",15408,0,39
"Weleetka","OK",6255,0,16
"Wellesley College Central Utility Plant","MA",36310,0,785
"Wellington 1","KS",7179,0,17
"Wellington 2","KS",3271,0,9
"Wells IC","MN",471,0,10
"Welport Lease Project","CA",34105,0,87
"Welsh","TX",11112563,32460,13545
"Werner","NJ",10451,0,19
"West 14th Street","KS",1238,0,3
"West 41st Street","OH",2672,0,8
"West Babylon","NY",5985,0,21
"West Bend","IA",58,0,1
"West Charleston","VT",4,"--","--"
"West Coxsackie","NY",5296,1,17
"West Fairbault","MN",464,0,1
"West Ford Flat Power Plant","CA",5871,"--","--"
"West Group Data Center","MN",34,0,1
"West Liberty","IA",1076,2,22
"West Marinette","WI",72029,1,58
"West Marinette 34","WI",44252,1,127
"West Pharmaceutical Services","NC",145,0,3
"West Phoenix","AZ",509944,1,53
"West Phoenix CC4","AZ",198515,1,545
"West Point (PA)","PA",304633,0,222
"West Point Municipal","NE",739,0,17
"West Point Treatment Plant","WA","--",0,479
"West Spring Street","VA",513,1,10
"West Station (DE)","DE",2552,0,6
"West Station (NJ)","NJ",8449,13,22
"West Tisbury Generating Facility","MA",930,1,19
"West Valley Generation Project","UT",187793,1,37
"WestRock (TX)","TX",345327,4334,1919
"WestRock Panama City Mill","FL",339084,5055,1376
"WestRock Southeast, LLC.","GA",348691,1134,721
"WestRock-West Point Mill","VA",478906,6526,1795
"Westbrook","MN",5,"--","--"
"Westbrook Energy Center Power Plant","ME",1510911,7,96
"Westend Facility","CA",123722,1,342
"Western Power & Steam Inc","CA",138496,1,279
"Westhollow Technology Center","TX",18080,0,50
"Weston","WI",3424813,10698,5677
"Westport","MD",2585,0,16
"Westroads Shopping Center","NE",7285,"--","--"
"Westrock Hodge (LA)","LA",343666,2891,1551
"Westward Seafoods","AK",14298,22,283
"Westwood Generation LLC","PA",258020,349,225
"Wheatland Generating Facility","IN",85495,0,64
"Wheaton","WI",30023,6,94
"Wheelabrator Baltimore Refuse","MD",273968,31,1145
"Wheelabrator Bridgeport","CT",301661,32,1161
"Wheelabrator Claremont Facility","NH",28866,60,158
"Wheelabrator Concord Facility","NH",75845,8,292
"Wheelabrator Falls","PA",209459,22,819
"Wheelabrator Frackville Energy","PA",423809,203,233
"Wheelabrator Gloucester LP","NJ",73919,8,282
"Wheelabrator Hudson Energy","CA",3398,7,68
"Wheelabrator Hudson Falls","NY",66340,6,273
"Wheelabrator Lassen","CA",148653,1,416
"Wheelabrator Lisbon","CT",74679,8,286
"Wheelabrator Martell","CA","--",4,22
"Wheelabrator Millbury Facility","MA",193325,20,525
"Wheelabrator North Andover","MA",182127,19,388
"Wheelabrator North Broward","FL",326277,34,1265
"Wheelabrator Norwalk Energy","CA",67280,0,188
"Wheelabrator Portsmouth","VA",169009,27,1431
"Wheelabrator Ridge Energy","FL",83856,65,424
"Wheelabrator Saugus","MA",172089,18,655
"Wheelabrator Shasta","CA","--",102,637
"Wheelabrator South Broward","FL",298802,32,1172
"Wheelabrator Westchester","NY",273843,29,1063
"Whelan Energy Center","NE",534921,1821,754
"White Bluff","AR",9192935,30982,16062
"White Lake","NH",1435,2,7
"Whitehead","UT",38470,4,900
"Whitehorn","WA",10047,0,27
"Whitewater Valley","IN",621675,11678,1434
"Whiting Clean Energy","IN",275018,2,67
"Whiting Mill","WI",119259,223,762
"Whiting Refinery","IN",343198,2199,1255
"Whittemore","IA",1,"--","--"
"Widows Creek","AL",8715311,39901,22826
"Wilber","NE",110,0,2
"Wilbur East Power Plant","CA",177919,26,109
"Wilbur West Power Plant","CA",188916,28,118
"Wilkes","TX",814849,5,971
"Wilkins Station","MA",103,0,2
"Will County","IL",5482498,12414,9633
"William Beaumont Hospital","MI",370,0,9
"William F Wyman Hybrid","ME",352138,1798,511
"Williams","SC",3710871,23174,9266
"Williams Ignacio Natural Gas Plant","CO",437095,"--","--"
"Williston","ND",10,"--","--"
"Willmar","MN",98741,529,203
"Willow Glen","LA",1958635,68,2211
"Wilmarth","MN",94501,9,475
"Wilmington Hydrogen Plant","CA",98440,"--","--"
"Wilmot","MI",704,1,14
"Wilson","GA",7235,10,37
"Windom","MN",28,0,0
"Winnebago County Landfill Gas","WI",5,0,234
"Winnemucca","NV",236,0,1
"Winnetka","IL",1833,0,9
"Winter","WI",1,"--","--"
"Winterset","IA",290,0,6
"Winyah","SC",7248217,34131,19669
"Wisconsin Rapids Pulp Mill","WI",357284,2374,1049
"Wisner","NE",16,"--","--"
"Wolf Hills Energy","VA",16123,0,21
"Wood River","IL",2269430,6588,2201
"Wood Road","MI","--",0,272
"Woodlake Sanitary Services","MN","--",0,229
"Woodland","CA",67654,0,8
"Woodland Biomass Power Ltd","CA",2179,2,54
"Woodland Landfill Gas Recovery","IL","--",0,153
"Woodland Pulp, LLC","ME",97753,1787,946
"Woodland Road","MA",157,0,1
"Woodridge Greene Valley Treatment Plant","IL",847,0,20
"Woodsdale","OH",121995,1,116
"Woodward","OK",1013,0,3
"Worthington Generation LLC","IN",37116,0,34
"Wrangell","AK",503,1,11
"Wright","MS",57,"--","--"
"Wyandotte","MI",348526,1220,484
"Wyodak","WY",3316374,7522,4261
"Wythe Park Power 3 Richmond Plant","VA",1388,2,26
"Wythe Park Power Petersburg Plant","VA",2541,9,40
"Yakutat","AK",5800,9,115
"Yankee Street","OH",87,"--","--"
"Yankton","SD",137,0,3
"Yates","GA",5201888,37665,8279
"Yates Gas Plant","TX",20977,0,59
"Yazoo","MS",319,0,1
"Yellowhammer Gas Plant","AL",1160,0,3
"Yellowstone Energy LP","MT",598961,1773,805
"York County Resource Recovery","PA",179574,18,766
"York Generation Company LLC","PA",65722,0,65
"Yorktown","VA",3659370,29965,7456
"Yuba City Cogen Partners","CA",98549,1,285
"Yucca","AZ",256026,1,176
"Yuma Cogeneration Associates","AZ",224697,1,543
"Zeeland","MI",3912,1,90
"Zeeland Generating Station","MI",241900,1,32
"Zion Energy Center","IL",80601,0,21
"Zorn","KY",61,"--","--"
"Zuni","CO",18870,0,89
,"IN","--",0,127
,"PA",6109,8,144
